,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
444,Elijah Millsap,UTA,28,20,9,11,8.6,1.8,2.0,28.2,0.6,8.3,0.9,72.2,0.3,1.5,1.8,1.0,0.5,0.4,0.2,1.7,6.4,0,0,1.1,2016,0,False,0.45,G-F,54.5,-0.6,2016
445,Kevon Looney,GSW,20,5,4,1,4.1,1.8,1.4,57.1,0.4,50.0,0.0,0.0,0.8,1.2,2.0,0.0,0.2,0.0,0.0,0.4,4.0,0,0,-4.4,2016,0,False,0.8,F,50.0,-6.9,2016
446,Lou Amundson,NYK,33,29,11,18,7.0,1.8,1.8,35.8,0.0,0.0,0.9,51.9,0.8,0.9,1.7,0.4,0.5,0.2,0.2,1.5,5.3,0,0,-1.6,2016,0,False,0.38,F,51.1,-2.9,2016
447,Jeff Ayres,LAC,29,17,11,6,6.3,1.8,1.4,52.2,0.1,0.0,0.4,100.0,0.2,1.1,1.3,0.3,0.4,0.0,0.2,1.1,3.9,0,0,-2.7,2016,0,False,0.65,F-C,63.3,13.2,2016
448,Elliot Williams,CHA,27,5,4,1,9.0,1.6,2.0,20.0,0.8,25.0,0.8,75.0,0.2,0.6,0.8,0.8,0.2,0.0,0.0,0.4,3.6,0,0,-0.6,2016,0,False,0.8,G,50.0,-3.1,2016
449,Nazr Mohammed,OKC,38,5,5,0,3.9,1.6,1.0,60.0,0.0,0.0,0.4,100.0,0.2,0.6,0.8,0.0,0.6,0.0,0.0,0.8,2.0,0,0,-0.6,2016,0,False,1.0,C,60.0,11.0,2016
450,Udonis Haslem,MIA,36,37,25,12,7.0,1.6,1.6,37.7,0.2,11.1,0.4,75.0,0.3,1.8,2.0,0.4,0.1,0.1,0.1,0.7,5.0,0,0,-0.4,2016,0,False,0.68,F,62.2,8.6,2016
451,Shayne Whittington,IND,25,7,4,3,5.8,1.6,1.6,45.5,0.3,0.0,0.3,50.0,0.7,1.0,1.7,0.4,0.7,0.1,0.1,1.0,4.4,0,0,-0.9,2016,0,False,0.57,F-C,50.0,0.0,2016
452,Russ Smith,MEM,25,15,6,9,4.4,1.5,1.5,31.8,0.3,20.0,0.9,61.5,0.1,0.5,0.6,0.7,0.5,0.3,0.1,0.3,4.1,0,0,-2.7,2016,0,False,0.4,G,80.0,21.8,2016
453,Jimmer Fredette,SAS,27,6,1,5,2.9,1.5,0.8,40.0,0.3,50.0,0.8,80.0,0.0,0.0,0.0,0.2,0.3,0.2,0.0,0.3,1.9,0,0,-4.2,2016,0,False,0.17,G,100.0,44.0,2016
454,Anthony Bennett,TOR,23,19,12,7,4.4,1.5,1.4,29.6,0.7,21.4,0.5,90.0,0.3,0.9,1.2,0.0,0.2,0.3,0.0,0.4,3.5,0,0,-1.6,2016,0,False,0.63,F,100.0,43.3,2016
455,Erick Green,DEN,25,9,6,3,4.7,1.4,1.4,38.5,0.6,20.0,0.2,100.0,0.3,0.3,0.7,0.3,0.0,0.1,0.0,0.4,3.1,0,0,-0.1,2016,0,False,0.67,G,50.0,-2.2,2016
456,Mike Miller,DEN,36,47,21,26,7.9,1.3,1.3,35.5,1.1,36.5,0.0,0.0,0.1,1.0,1.1,0.9,0.4,0.3,0.1,1.1,4.7,0,0,-1.9,2016,0,False,0.45,G-F,50.8,-1.9,2016
457,Jordan Mickey,BOS,21,16,9,7,3.6,1.3,1.4,36.4,0.0,0.0,0.6,50.0,0.4,0.4,0.8,0.1,0.1,0.0,0.7,0.3,4.4,0,0,0.4,2016,0,False,0.56,F,53.8,-3.6,2016
458,Mitch McGary,OKC,24,20,17,3,3.6,1.3,1.2,47.8,0.2,0.0,0.5,40.0,0.2,0.7,0.9,0.2,0.4,0.1,0.1,0.5,2.7,0,0,-2.4,2016,0,False,0.85,F,52.9,0.4,2016
459,Cliff Alexander,POR,20,8,3,5,4.5,1.3,1.3,50.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.1,0.1,0.3,0.1,3.2,0,0,-1.6,2016,0,False,0.38,F,42.9,-15.3,2016
460,Luis Montero,POR,23,12,6,6,3.5,1.2,1.6,26.3,0.8,11.1,0.3,75.0,0.0,0.3,0.3,0.1,0.3,0.0,0.0,0.1,1.4,0,0,-3.3,2016,0,False,0.5,G,100.0,52.5,2016
461,Pat Connaughton,POR,23,34,17,17,4.2,1.1,1.4,26.5,0.6,23.8,0.1,100.0,0.3,0.6,0.9,0.3,0.3,0.1,0.0,0.2,2.5,0,0,-0.4,2016,0,False,0.5,G,33.3,-15.6,2016
462,Bryce Cotton,MEM,23,8,1,7,4.8,1.0,1.3,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.0,0.3,2.1,0,0,-3.0,2016,0,False,0.12,G,80.0,20.9,2016
463,Eric Moreland,SAC,24,8,1,7,5.9,1.0,0.8,50.0,0.0,0.0,0.5,50.0,0.4,1.0,1.4,0.1,0.4,0.0,0.5,0.5,4.0,0,0,0.9,2016,0,False,0.12,F-C,50.0,-1.9,2016
464,James Young,BOS,20,29,12,17,6.9,1.0,1.2,30.6,0.9,23.1,0.1,25.0,0.1,0.8,0.9,0.3,0.2,0.2,0.0,0.6,3.1,0,0,-0.9,2016,0,False,0.41,G-F,62.5,8.3,2016
465,Jarnell Stokes,MEM,22,7,1,6,2.7,1.0,0.7,60.0,0.0,0.0,0.3,50.0,0.1,0.4,0.6,0.1,0.0,0.1,0.0,0.1,2.3,0,0,1.3,2016,0,False,0.14,F-C,33.3,-19.8,2016
466,Joel Anthony,DET,33,19,12,7,5.0,0.9,0.5,60.0,0.0,0.0,0.4,75.0,0.4,0.7,1.1,0.1,0.1,0.1,0.6,0.8,4.5,0,0,-0.9,2016,0,False,0.63,C,59.5,6.9,2016
467,Sasha Kaun,CLE,31,25,18,7,3.8,0.9,0.7,52.9,0.0,0.0,0.4,45.5,0.5,0.6,1.0,0.1,0.3,0.2,0.2,0.4,3.1,0,0,-0.1,2016,0,False,0.72,C,38.9,-10.1,2016
468,Aaron Harrison,CHA,21,21,15,6,4.4,0.9,0.9,26.3,0.5,30.0,0.6,41.7,0.2,0.5,0.7,0.1,0.2,0.3,0.0,0.5,2.5,0,0,-0.3,2016,0,False,0.71,G,33.3,-24.6,2016
469,Branden Dawson,LAC,23,6,5,1,4.8,0.8,0.8,40.0,0.0,0.0,0.2,100.0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,0.3,2.1,0,0,-2.5,2016,0,False,0.83,F,71.4,15.7,2016
470,Joe Harris,CLE,24,5,5,0,3.0,0.6,0.8,25.0,0.8,25.0,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.0,0.0,0.2,1.7,0,0,-4.2,2016,0,False,1.0,G,80.0,31.8,2016
471,Bruno Caboclo,TOR,20,6,6,0,7.1,0.5,2.0,8.3,1.2,14.3,0.0,0.0,0.2,0.2,0.3,0.2,0.7,0.3,0.2,0.3,2.0,0,0,-1.3,2016,0,False,1.0,F,71.4,20.1,2016
472,Nate Robinson,NOP,32,2,0,2,11.6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,2.5,4.5,0,0,-10.0,2016,0,False,0.0,G,50.0,-0.3,2016
