,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
222,Spencer Dinwiddie,BKN,24,59,13,46,22.6,7.3,5.1,44.4,1.7,37.6,2.7,79.2,0.5,2.3,2.8,3.1,1.1,0.7,0.4,2.0,17.6,0,0,-2.3,2017,0,False,0.22,G,54.5,0.1,2017
223,Danny Green,SAS,30,68,51,17,26.6,7.3,6.6,39.2,4.6,37.9,0.5,84.4,0.5,2.8,3.3,1.8,1.1,1.0,0.8,1.8,18.5,0,0,3.9,2017,0,False,0.75,G-F,54.0,-1.7,2017
224,David Lee,SAS,34,79,58,21,18.7,7.3,5.3,59.0,0.0,0.0,1.4,70.8,1.9,3.7,5.6,1.6,1.0,0.4,0.5,1.6,18.0,7,0,4.0,2017,1,False,0.73,F-C,49.5,-6.7,2017
225,Tyler Ulis,PHX,21,61,15,46,18.4,7.3,7.2,42.1,1.3,26.6,1.2,77.5,0.3,1.2,1.6,3.7,1.3,0.8,0.1,1.2,16.0,6,0,-2.3,2017,0,False,0.25,G,62.7,6.6,2017
226,Rodney Stuckey,IND,31,39,17,22,17.9,7.2,6.3,37.3,1.5,31.7,2.7,74.8,0.2,2.0,2.2,2.2,1.4,0.4,0.0,1.1,12.9,0,0,-0.8,2017,0,False,0.44,G,56.1,0.6,2017
227,Thabo Sefolosha,ATL,33,62,32,30,25.7,7.2,6.4,44.1,1.9,34.2,1.2,73.3,0.9,3.5,4.4,1.7,0.9,1.5,0.5,1.6,20.2,0,0,-1.0,2017,0,False,0.52,F,62.7,5.5,2017
228,Tim Frazier,NOP,26,65,26,39,23.5,7.1,6.2,40.3,2.0,31.3,2.0,76.0,0.5,2.1,2.7,5.2,1.6,0.9,0.1,2.0,19.4,7,1,-1.3,2017,0,False,0.4,G,60.9,5.9,2017
229,Larry Nance Jr.,LAL,24,63,21,42,22.9,7.1,5.7,52.6,0.6,27.8,1.3,73.8,1.9,4.0,5.9,1.5,0.9,1.3,0.6,2.4,21.3,7,0,-2.1,2017,0,False,0.33,F,60.6,4.6,2017
230,Brandon Jennings,WAS,27,81,37,44,22.2,7.1,6.6,35.9,3.1,31.3,1.9,75.0,0.4,2.1,2.4,4.9,1.6,0.9,0.0,1.4,18.5,3,0,-0.8,2017,0,False,0.46,G,67.6,12.4,2017
231,Matt Barnes,GSW,37,74,38,36,24.0,7.1,6.4,39.1,3.6,33.1,1.2,78.7,0.9,4.2,5.2,2.6,1.4,0.6,0.4,2.5,18.9,4,0,-0.9,2017,0,False,0.51,F,66.7,9.9,2017
232,Justin Anderson,PHI,23,75,24,51,16.4,7.1,5.9,42.4,2.6,29.9,1.7,79.1,0.9,2.3,3.3,0.9,0.9,0.5,0.3,1.5,14.0,0,0,-2.6,2017,0,False,0.32,G-F,58.0,2.7,2017
233,Anthony Tolliver,SAC,32,65,26,39,22.7,7.1,5.4,44.2,3.5,39.1,1.3,74.4,0.8,2.9,3.6,1.2,0.9,0.5,0.3,1.7,14.9,1,0,-1.5,2017,0,False,0.4,F,58.6,2.6,2017
234,Joe Ingles,UTA,29,82,51,31,24.1,7.1,5.5,45.2,3.4,44.1,0.8,73.5,0.3,2.9,3.2,2.7,1.3,1.2,0.1,2.0,17.5,0,0,1.9,2017,0,False,0.62,F,56.5,-0.1,2017
235,Solomon Hill,NOP,26,80,34,46,29.7,7.0,6.0,38.3,3.4,34.8,1.6,80.5,0.6,3.2,3.8,1.8,1.0,0.9,0.4,2.3,17.2,0,0,0.1,2017,0,False,0.42,F,58.9,2.5,2017
236,Josh Huestis,OKC,25,2,0,2,15.4,7.0,5.5,54.5,2.0,50.0,0.5,0.0,2.0,2.5,4.5,1.5,0.0,0.0,1.5,0.0,19.2,0,0,1.5,2017,0,False,0.0,F,50.0,-5.8,2017
237,Justin Hamilton,BKN,27,64,14,50,18.4,6.9,5.9,45.9,2.8,30.6,0.8,75.0,1.1,3.0,4.1,0.9,0.7,0.5,0.7,1.4,15.8,1,0,-4.6,2017,0,False,0.22,C,53.5,-3.6,2017
238,T.J. McConnell,PHI,25,81,27,54,26.3,6.9,6.3,46.1,0.7,20.0,1.1,81.1,0.5,2.6,3.1,6.6,2.0,1.7,0.1,1.7,23.8,5,0,-3.9,2017,0,False,0.33,G,60.4,6.9,2017
239,Patrick Patterson,TOR,28,65,42,23,24.6,6.8,5.9,40.1,3.9,37.2,0.9,71.7,1.0,3.6,4.5,1.2,0.6,0.6,0.4,1.8,16.3,1,0,5.3,2017,0,False,0.65,F,48.7,-7.2,2017
240,Ian Clark,GSW,26,77,63,14,14.8,6.8,5.6,48.7,2.1,37.4,0.8,75.9,0.3,1.3,1.6,1.2,0.7,0.5,0.1,1.0,11.6,0,0,0.5,2017,0,False,0.82,G,73.4,18.3,2017
241,Bobby Portis,CHI,22,64,30,34,15.6,6.8,5.9,48.8,1.5,33.3,0.9,66.1,1.2,3.5,4.6,0.5,0.6,0.3,0.2,1.5,13.9,5,0,-1.3,2017,0,False,0.47,F,56.2,0.1,2017
242,Jared Dudley,PHX,31,64,17,47,21.3,6.8,5.4,45.4,3.2,37.9,1.0,66.2,0.5,3.0,3.5,1.9,1.1,0.7,0.3,2.4,15.4,0,0,-0.7,2017,0,False,0.27,F,51.2,-5.0,2017
243,Lance Stephenson,IND,26,18,8,10,20.1,6.8,6.7,45.0,1.1,30.0,0.7,61.5,0.2,2.7,2.9,3.3,1.4,0.3,0.2,1.8,15.1,0,0,0.6,2017,0,False,0.44,G,42.1,-13.3,2017
244,John Henson,MIL,26,58,26,32,19.4,6.8,5.3,51.5,0.0,0.0,1.8,69.2,1.6,3.5,5.1,1.0,0.9,0.5,1.3,2.6,19.0,0,0,-0.8,2017,0,False,0.45,C-F,54.9,-1.5,2017
245,Brandan Wright,MEM,29,28,14,14,16.0,6.8,4.8,61.5,0.0,0.0,1.3,65.7,1.1,1.7,2.8,0.5,0.4,0.4,0.7,1.5,13.9,0,0,1.3,2017,0,False,0.5,F,49.5,-5.8,2017
246,Alec Burks,UTA,25,42,26,16,15.5,6.7,5.9,39.9,1.8,32.9,1.9,76.9,0.4,2.5,2.9,0.7,0.8,0.4,0.1,1.2,12.0,0,0,0.0,2017,0,False,0.62,G,62.5,6.9,2017
247,Raymond Felton,LAC,33,80,50,30,21.2,6.7,6.4,43.0,1.8,31.9,0.8,78.1,0.4,2.3,2.7,2.4,1.0,0.8,0.3,1.6,15.8,0,0,-2.1,2017,0,False,0.62,G,59.8,5.6,2017
248,Devin Harris,DAL,34,65,29,36,16.7,6.7,5.2,39.9,2.7,32.8,2.0,82.9,0.2,1.8,2.0,2.1,0.9,0.7,0.1,1.6,13.6,0,0,0.6,2017,0,False,0.45,G,71.1,15.0,2017
249,James Ennis III,MEM,26,64,32,32,23.4,6.7,5.0,45.5,2.1,37.2,1.7,78.2,1.1,3.0,4.0,1.0,0.9,0.7,0.3,2.6,15.2,1,0,0.7,2017,0,False,0.5,F,58.8,2.5,2017
250,Dwight Powell,DAL,25,77,30,47,17.3,6.7,4.9,51.5,1.0,28.4,1.8,75.9,1.2,2.8,4.0,0.6,0.4,0.8,0.5,1.8,15.9,2,0,-2.2,2017,0,False,0.39,F-C,60.4,4.1,2017
251,P.J. Tucker,TOR,32,81,35,46,27.6,6.7,6.0,41.3,2.4,35.7,1.1,77.4,1.4,4.4,5.8,1.2,0.8,1.4,0.2,2.4,19.7,3,0,-0.9,2017,0,False,0.43,F,58.4,2.4,2017
252,Marcus Thornton,WAS,30,33,15,18,17.4,6.6,6.4,40.0,2.4,35.0,0.8,85.2,0.7,1.6,2.3,1.2,0.8,0.6,0.1,1.5,12.5,0,0,-4.5,2017,0,False,0.45,G-F,57.1,1.7,2017
253,Kosta Koufos,SAC,28,71,27,44,20.0,6.6,5.5,55.1,0.0,0.0,0.9,61.3,1.7,4.0,5.7,0.7,0.9,0.5,0.7,2.4,17.1,4,0,-2.2,2017,0,False,0.38,C,49.9,-7.5,2017
254,Andre Roberson,OKC,25,79,46,33,30.1,6.6,5.9,46.4,2.3,24.5,1.4,42.3,1.2,3.9,5.1,1.0,0.6,1.2,1.0,2.6,20.2,2,0,1.8,2017,0,False,0.58,F,51.7,-4.5,2017
255,Jaylen Brown,BOS,20,78,50,28,17.2,6.6,5.4,45.5,1.7,34.3,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,12.4,0,0,-1.6,2017,0,False,0.64,F,53.6,-2.2,2017
256,Michael Carter-Williams,CHI,25,45,25,20,18.8,6.6,6.8,36.6,1.4,23.4,1.7,75.3,0.5,2.9,3.4,2.5,1.5,0.8,0.5,2.3,17.0,0,0,-0.6,2017,0,False,0.56,G,42.6,-12.9,2017
257,Dante Cunningham,NOP,30,66,28,38,25.0,6.6,5.4,48.5,2.7,39.2,0.4,59.3,0.8,3.3,4.2,0.6,0.4,0.6,0.4,1.5,15.1,0,0,-0.8,2017,0,False,0.42,F,55.8,-0.3,2017
258,Sam Dekker,HOU,23,77,52,25,18.4,6.5,5.6,47.3,2.4,32.1,0.9,55.9,1.2,2.5,3.7,1.0,0.5,0.5,0.3,1.1,14.2,0,0,1.0,2017,0,False,0.68,F,54.4,-1.0,2017
259,Amir Johnson,BOS,30,80,51,29,20.1,6.5,4.6,57.6,0.8,40.9,1.3,67.0,1.5,3.1,4.6,1.8,1.0,0.6,0.8,2.6,17.9,0,0,2.6,2017,0,False,0.64,F,49.5,-7.0,2017
260,Timothe Luwawu-Cabarrot,PHI,22,69,23,46,17.2,6.4,5.2,40.2,2.3,31.1,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,11.4,0,0,-0.8,2017,0,False,0.33,G-F,58.2,2.4,2017
261,Mirza Teletovic,MIL,31,70,36,34,16.2,6.4,6.0,37.3,4.4,34.1,0.6,77.8,0.2,2.2,2.3,0.7,0.5,0.2,0.2,1.6,10.8,0,0,1.0,2017,0,False,0.51,F,59.9,4.5,2017
262,Darrell Arthur,DEN,29,41,20,21,15.6,6.4,5.2,44.2,2.9,45.3,0.5,86.4,0.6,2.1,2.7,1.0,0.9,0.5,0.5,1.9,13.3,0,0,-0.6,2017,0,False,0.49,F,52.2,-2.4,2017
263,Rodney McGruder,MIA,25,78,40,38,25.2,6.4,5.9,41.3,2.8,33.2,0.9,62.0,1.2,2.1,3.3,1.6,0.7,0.6,0.2,1.8,14.4,0,0,0.1,2017,0,False,0.51,G,62.4,6.4,2017
264,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,6.3,5.6,42.1,2.4,28.7,1.3,75.8,0.8,2.5,3.3,0.6,0.6,0.7,0.2,2.5,13.4,1,0,-0.5,2017,0,False,0.59,F,61.6,6.1,2017
265,Kyle O'Quinn,NYK,27,79,29,50,15.6,6.3,5.2,52.1,0.2,11.8,1.1,77.1,2.0,3.6,5.6,1.5,1.0,0.5,1.3,2.2,19.5,6,0,-2.0,2017,0,False,0.37,C-F,48.9,-7.2,2017
266,Leandro Barbosa,PHX,34,67,20,47,14.4,6.3,5.9,43.9,1.5,35.7,0.7,88.9,0.2,1.3,1.6,1.2,0.7,0.5,0.1,1.2,11.0,0,0,-1.0,2017,0,False,0.3,G,61.3,5.1,2017
267,Mindaugas Kuzminskas,NYK,27,68,24,44,14.9,6.3,5.4,42.8,2.5,32.1,1.0,80.9,0.7,1.2,1.9,1.0,0.8,0.4,0.2,1.2,11.0,0,0,0.0,2017,0,False,0.35,F,64.6,8.5,2017
268,Dante Exum,UTA,21,66,40,26,18.6,6.2,5.5,42.7,2.3,29.5,1.1,79.5,0.5,1.5,2.0,1.7,1.2,0.3,0.2,2.2,11.5,0,0,0.0,2017,0,False,0.61,G,50.7,-4.2,2017
269,Spencer Hawes,MIL,29,54,27,27,14.8,6.2,5.1,48.4,1.5,30.9,1.0,84.6,0.7,2.8,3.5,1.5,0.9,0.3,0.6,1.4,14.3,3,0,-3.2,2017,0,False,0.5,F-C,55.4,-0.4,2017
270,Ramon Sessions,CHA,31,50,23,27,16.2,6.2,5.3,38.0,1.2,33.9,2.4,77.1,0.2,1.2,1.5,2.6,0.9,0.5,0.1,0.9,12.7,0,0,-1.6,2017,0,False,0.46,G,54.4,1.5,2017
271,Jonathan Gibson,DAL,29,17,4,13,13.6,6.2,5.6,36.8,2.6,33.3,1.7,72.4,0.1,1.2,1.3,1.5,1.2,0.5,0.0,1.2,10.3,0,0,-4.9,2017,0,False,0.24,G,70.0,17.2,2017
272,Mike Muscala,ATL,25,70,36,34,17.7,6.2,4.8,50.4,1.6,41.8,0.9,76.6,1.1,2.3,3.4,1.4,0.8,0.4,0.6,1.4,14.6,0,0,-1.1,2017,0,False,0.51,F-C,48.0,-8.0,2017
273,Nemanja Bjelica,MIN,29,65,28,37,18.3,6.2,5.5,42.4,2.7,31.6,0.9,73.8,0.9,2.9,3.8,1.2,0.9,0.6,0.3,2.4,14.4,3,0,-0.2,2017,0,False,0.43,F,54.7,-0.8,2017
274,Trey Lyles,UTA,21,71,43,28,16.3,6.2,6.2,36.2,2.9,31.9,1.1,72.2,0.7,2.6,3.3,1.0,0.9,0.4,0.3,1.4,12.7,1,0,0.4,2017,0,False,0.61,F,52.2,-3.6,2017
275,Jonathon Simmons,SAS,27,78,60,18,17.9,6.2,5.4,42.0,1.3,29.4,1.7,75.0,0.3,1.8,2.1,1.6,1.0,0.6,0.3,1.9,12.9,0,0,2.7,2017,0,False,0.77,G-F,62.4,6.9,2017
276,Chandler Parsons,MEM,28,34,18,16,19.8,6.2,6.5,33.8,2.7,26.9,1.3,81.4,0.2,2.3,2.5,1.6,0.7,0.6,0.1,1.5,13.1,0,0,-1.4,2017,0,False,0.53,F,65.5,8.3,2017
277,Troy Williams,HOU,22,30,19,11,18.6,6.2,5.6,43.7,2.1,29.0,1.1,65.6,0.5,1.8,2.3,0.8,1.1,0.9,0.3,2.0,12.8,0,0,-2.5,2017,0,False,0.63,F,50.9,-6.4,2017
278,JaVale McGee,GSW,29,77,62,15,9.6,6.1,4.1,65.2,0.0,0.0,1.4,50.5,1.3,1.9,3.2,0.2,0.5,0.2,0.9,1.4,13.1,0,0,4.1,2017,0,False,0.81,C,51.5,-3.7,2017
279,Zaza Pachulia,GSW,33,70,58,12,18.1,6.1,4.4,53.4,0.0,0.0,1.8,77.8,2.0,3.9,5.9,1.9,1.2,0.8,0.5,2.4,18.6,4,0,6.0,2017,0,False,0.83,C,61.7,5.0,2017
280,Derrick Williams,CLE,26,50,16,34,16.1,6.1,4.9,44.3,1.9,30.9,1.8,65.2,0.4,2.2,2.6,0.6,0.6,0.3,0.1,1.2,10.7,0,0,-1.2,2017,0,False,0.32,F,60.7,4.9,2017
281,Glenn Robinson III,IND,23,69,35,34,20.7,6.1,4.9,46.7,1.8,39.2,1.1,71.1,0.8,2.7,3.6,0.7,0.5,0.6,0.3,0.9,13.5,3,0,-1.1,2017,0,False,0.51,G-F,51.7,-3.8,2017
282,Luc Mbah a Moute,LAC,30,80,49,31,22.3,6.1,4.7,50.5,1.4,39.1,1.1,67.8,0.6,1.6,2.1,0.5,0.6,1.0,0.4,1.5,13.1,0,0,3.3,2017,0,False,0.61,F,54.8,-1.5,2017
283,David Nwaba,LAL,24,20,5,15,19.9,6.0,4.1,58.0,0.3,20.0,2.0,64.1,0.9,2.3,3.2,0.7,0.6,0.7,0.4,1.8,13.3,0,0,0.5,2017,0,False,0.25,G,59.6,2.8,2017
284,Jordan Farmar,SAC,30,2,1,1,17.7,6.0,6.0,33.3,4.5,44.4,0.0,0.0,0.5,1.0,1.5,4.5,1.5,1.0,0.0,0.5,16.1,0,0,-0.5,2017,0,False,0.5,G,100.0,44.8,2017
285,Lance Thomas,NYK,29,46,15,31,21.0,6.0,5.3,39.8,1.8,44.7,1.1,84.3,0.7,2.4,3.1,0.8,0.5,0.5,0.1,1.8,12.0,1,0,-4.4,2017,0,False,0.33,F,52.7,-4.2,2017
286,Alex Abrines,OKC,23,68,37,31,15.5,6.0,5.0,39.3,3.6,38.1,0.7,89.8,0.3,1.0,1.3,0.6,0.5,0.5,0.1,1.7,9.9,0,0,0.0,2017,0,False,0.54,G-F,57.5,1.6,2017
287,Bismack Biyombo,ORL,24,81,29,52,22.1,6.0,4.2,52.8,0.0,0.0,2.9,53.4,1.9,5.1,7.0,0.9,1.2,0.3,1.1,2.5,18.9,10,0,-4.3,2017,0,False,0.36,C-F,55.6,-0.1,2017
288,Domantas Sabonis,OKC,21,81,46,35,20.1,5.9,5.9,39.9,2.0,32.1,0.8,65.7,0.6,3.0,3.6,1.0,1.0,0.5,0.4,2.5,13.3,2,0,0.2,2017,0,False,0.57,F,51.0,-4.7,2017
289,Andrew Harrison,MEM,22,72,38,34,20.5,5.9,5.0,32.5,2.2,27.6,2.7,76.3,0.3,1.6,1.9,2.8,1.2,0.7,0.3,2.7,14.2,0,0,-0.4,2017,0,False,0.53,G,57.9,4.5,2017
290,Jerian Grant,CHI,24,63,29,34,16.3,5.9,4.8,42.5,2.1,36.6,1.2,89.0,0.3,1.5,1.8,1.9,0.7,0.7,0.1,1.5,12.8,1,0,0.8,2017,0,False,0.46,G,55.6,0.2,2017
291,Quincy Acy,BKN,26,38,11,27,14.7,5.8,4.5,41.2,2.4,41.1,1.6,75.0,0.5,2.5,3.0,0.5,0.6,0.4,0.4,1.8,11.9,0,0,-1.0,2017,0,False,0.29,F,57.0,1.9,2017
292,Beno Udrih,DET,34,39,18,21,14.4,5.8,5.1,46.7,0.8,34.4,0.9,94.1,0.2,1.3,1.5,3.4,0.9,0.3,0.0,0.7,12.7,0,0,2.2,2017,0,False,0.46,G,70.8,19.0,2017
293,Tarik Black,LAL,25,67,24,43,16.3,5.7,4.4,51.0,0.0,50.0,1.6,75.2,2.1,3.0,5.1,0.6,0.9,0.4,0.7,2.6,15.1,2,0,-0.7,2017,0,False,0.36,C-F,52.7,-4.6,2017
294,Taurean Prince,ATL,23,59,28,31,16.6,5.7,4.8,40.0,1.7,32.4,1.6,78.7,0.4,2.2,2.7,0.9,1.0,0.7,0.5,1.6,12.8,0,0,-0.5,2017,0,False,0.47,F,56.7,0.5,2017
295,Jason Smith,WAS,31,74,45,29,14.4,5.7,4.4,52.9,1.1,47.4,0.7,68.6,0.9,2.6,3.5,0.5,0.8,0.3,0.7,2.3,12.9,0,0,-0.1,2017,0,False,0.61,F-C,54.3,-1.6,2017
296,Richard Jefferson,CLE,37,79,50,29,20.4,5.7,4.3,44.6,2.4,33.3,1.4,74.1,0.4,2.2,2.6,1.0,0.7,0.3,0.1,1.9,10.9,1,0,1.6,2017,0,False,0.63,F,60.5,5.7,2017
297,Quinn Cook,NOP,24,14,9,5,13.4,5.6,4.7,50.0,1.9,42.3,0.4,40.0,0.1,0.4,0.5,1.9,0.9,0.3,0.0,0.9,9.0,0,0,-2.9,2017,0,False,0.64,G,75.0,17.7,2017
298,Georgios Papagiannis,SAC,19,22,7,15,16.1,5.6,4.6,54.9,0.1,0.0,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2.0,13.3,2,0,-1.4,2017,0,False,0.32,C,56.8,-0.8,2017
299,Brandon Bass,LAC,32,52,29,23,11.1,5.6,3.6,57.5,0.1,33.3,1.7,87.5,0.8,1.7,2.5,0.4,0.6,0.3,0.2,0.9,10.1,0,0,-2.8,2017,0,False,0.56,F,64.2,7.8,2017
300,Ian Mahinmi,WAS,30,31,19,12,17.9,5.6,3.6,58.6,0.0,0.0,2.4,57.3,1.5,3.3,4.8,0.6,1.1,1.1,0.8,2.9,16.7,0,0,1.0,2017,0,False,0.61,C,48.1,-7.5,2017
301,Gerald Green,BOS,31,47,32,15,11.4,5.6,4.9,40.9,2.4,35.1,0.9,80.5,0.3,1.4,1.8,0.7,0.5,0.2,0.1,1.0,9.3,0,0,0.2,2017,0,False,0.68,F,63.6,7.9,2017
302,Delon Wright,TOR,25,27,19,8,16.5,5.6,4.3,42.2,1.1,33.3,2.0,76.4,0.6,1.2,1.8,2.1,0.9,1.0,0.4,1.1,14.2,0,0,3.3,2017,0,False,0.7,G,53.8,0.2,2017
303,Terry Rozier,BOS,23,74,47,27,17.1,5.5,5.6,36.7,2.4,31.8,0.9,77.3,0.5,2.5,3.1,1.8,0.6,0.6,0.1,0.9,13.5,1,0,-0.2,2017,0,False,0.64,G,56.8,2.7,2017
304,Anthony Morrow,CHI,31,49,25,24,14.6,5.5,5.1,38.9,2.7,30.8,0.8,91.9,0.2,0.4,0.6,0.5,0.1,0.5,0.0,0.9,8.5,0,0,0.4,2017,0,False,0.51,G,59.4,3.2,2017
305,Jerami Grant,OKC,23,80,43,37,19.1,5.5,4.1,46.3,1.5,37.1,1.8,61.2,0.5,2.1,2.6,0.6,0.6,0.4,1.0,1.9,13.1,0,0,-2.3,2017,0,False,0.54,F,48.2,-8.2,2017
306,Boban Marjanovic,DET,28,35,16,19,8.4,5.5,3.8,54.5,0.0,0.0,1.7,81.0,1.3,2.4,3.7,0.3,0.3,0.2,0.3,0.7,11.6,5,0,0.9,2017,0,False,0.46,C,41.6,-13.6,2017
307,Paul Zipser,CHI,23,44,21,23,19.2,5.5,5.0,39.8,2.3,33.3,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,11.3,0,0,0.3,2017,0,False,0.48,F,58.5,3.6,2017
308,Meyers Leonard,POR,25,74,37,37,16.5,5.4,5.1,38.6,2.9,34.7,0.5,87.5,0.4,2.8,3.2,1.0,0.5,0.2,0.4,2.3,11.9,1,0,-0.4,2017,0,False,0.5,F-C,53.6,-2.3,2017
309,Joffrey Lauvergne,CHI,25,70,41,29,14.0,5.4,4.8,44.0,1.4,33.7,1.0,63.0,1.0,2.6,3.6,1.0,0.8,0.4,0.1,1.2,11.7,0,0,-1.3,2017,0,False,0.59,C-F,59.0,3.3,2017
310,Malcolm Delaney,ATL,28,73,37,36,17.1,5.4,5.3,37.4,1.5,23.6,1.3,80.6,0.1,1.5,1.7,2.6,1.3,0.5,0.0,1.5,11.7,0,0,0.4,2017,0,False,0.51,G,68.6,13.5,2017
311,Alexis Ajinca,NOP,29,39,15,24,15.0,5.3,4.6,50.0,0.1,0.0,1.0,72.5,1.2,3.4,4.5,0.3,0.8,0.5,0.6,2.0,13.7,1,0,-1.5,2017,0,False,0.38,C,57.7,1.6,2017
312,Chasson Randle,NYK,24,26,8,18,11.5,5.3,3.8,40.8,1.8,34.0,1.7,95.3,0.2,1.0,1.2,1.3,0.7,0.3,0.1,1.5,9.2,0,0,-0.4,2017,0,False,0.31,G,62.5,7.8,2017
313,Willie Reed,MIA,27,71,39,32,14.5,5.3,4.0,56.8,0.1,25.0,1.2,55.7,1.8,2.9,4.7,0.4,0.4,0.3,0.7,1.9,13.7,4,0,0.5,2017,0,False,0.55,F-C,53.4,-2.8,2017
314,Derrick Jones Jr.,PHX,20,32,7,25,17.0,5.3,3.8,56.2,0.3,27.3,1.3,70.7,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,10.9,0,0,1.0,2017,0,False,0.22,F,59.4,3.9,2017
315,Mike Dunleavy,ATL,36,53,34,19,15.9,5.2,4.2,42.3,2.5,39.6,0.8,80.0,0.3,1.8,2.2,0.9,0.5,0.3,0.1,1.3,9.9,0,0,-0.7,2017,0,False,0.64,G-F,45.2,-10.5,2017
316,Mike Dunleavy,ATL,36,53,34,19,15.9,5.2,4.2,42.3,2.5,39.6,0.8,80.0,0.3,1.8,2.2,0.9,0.5,0.3,0.1,1.3,9.9,0,0,-0.7,2017,0,False,0.64,G-F,45.2,-10.5,2017
317,Randy Foye,BKN,33,69,17,52,18.6,5.2,4.7,36.3,2.9,33.0,0.9,85.7,0.1,2.1,2.2,2.0,1.2,0.5,0.1,1.4,11.6,0,0,-3.0,2017,0,False,0.25,G,52.3,-3.2,2017
318,Omri Casspi,MIN,29,36,12,24,17.8,5.2,4.6,47.0,1.2,34.9,0.8,58.6,0.8,2.4,3.1,1.0,0.8,0.6,0.1,1.4,11.8,0,0,-2.8,2017,0,False,0.33,F,63.2,6.5,2017
319,Cameron Payne,CHI,22,31,16,15,14.9,5.2,6.2,33.2,2.8,31.4,0.3,62.5,0.1,1.5,1.5,1.8,0.9,0.5,0.1,1.7,10.5,0,0,-2.2,2017,0,False,0.52,G,64.8,10.7,2017
320,Hollis Thompson,NOP,26,40,12,28,18.8,5.1,5.0,38.5,2.4,33.7,0.7,65.5,0.5,2.3,2.8,0.9,0.3,0.5,0.2,1.7,11.5,0,0,-1.8,2017,0,False,0.3,F,59.7,2.6,2017
321,Shaun Livingston,GSW,31,76,63,13,17.7,5.1,4.2,54.7,0.0,33.3,0.8,70.0,0.4,1.6,2.0,1.8,0.8,0.5,0.3,1.6,11.7,0,0,2.0,2017,0,False,0.83,G,59.9,4.8,2017
322,Cheick Diallo,NOP,20,17,9,8,11.7,5.1,4.5,47.4,0.0,0.0,1.2,71.4,1.4,2.9,4.3,0.2,0.4,0.2,0.4,1.0,12.2,3,0,-3.1,2017,0,False,0.53,F,74.4,17.2,2017
323,Luis Scola,BKN,37,36,7,29,12.8,5.1,4.2,47.0,1.4,34.0,1.0,67.6,1.4,2.4,3.9,1.0,0.9,0.4,0.1,1.8,11.8,1,0,-2.3,2017,0,False,0.19,F,55.4,-0.7,2017
324,Denzel Valentine,CHI,23,57,28,29,17.1,5.1,5.1,35.4,3.6,35.1,0.3,77.8,0.2,2.5,2.6,1.1,0.9,0.5,0.1,1.5,11.0,1,0,-0.3,2017,0,False,0.49,G,51.9,-3.7,2017
325,Dewayne Dedmon,SAS,27,76,55,21,17.5,5.1,3.4,62.2,0.0,0.0,1.2,69.9,1.7,4.8,6.5,0.6,0.8,0.5,0.8,2.4,16.9,6,0,2.5,2017,0,False,0.72,C,43.3,-12.6,2017
326,Wayne Selden,MEM,22,14,6,8,16.9,5.1,4.1,43.1,2.0,25.0,1.6,63.6,0.1,1.1,1.1,0.9,0.9,0.4,0.1,1.3,8.5,0,0,-3.0,2017,0,False,0.43,G,53.8,1.2,2017
327,Joakim Noah,NYK,32,46,17,29,22.1,5.0,4.4,49.0,0.0,0.0,1.7,43.6,3.5,5.2,8.8,2.2,1.3,0.7,0.8,2.8,22.0,5,0,-3.1,2017,1,False,0.37,C,56.7,-0.5,2017
328,Thomas Robinson,LAL,26,48,15,33,11.7,5.0,4.1,53.6,0.0,0.0,1.4,47.0,1.8,2.9,4.6,0.6,1.0,0.5,0.2,1.6,12.8,1,0,-1.7,2017,0,False,0.31,F,59.8,3.0,2017
329,Anthony Bennett,BKN,24,23,3,20,11.5,5.0,4.0,41.3,2.1,27.1,1.6,72.2,1.1,2.3,3.4,0.5,0.5,0.2,0.1,0.8,10.4,0,0,-3.0,2017,0,False,0.13,F,66.7,11.0,2017
330,Trey Burke,WAS,24,57,35,22,12.3,5.0,4.5,45.5,1.2,44.3,0.5,75.9,0.1,0.7,0.8,1.8,0.8,0.2,0.1,0.9,8.6,0,0,-2.8,2017,0,False,0.61,G,60.0,7.0,2017
331,Aaron Brooks,IND,32,65,36,29,13.7,5.0,4.6,40.3,2.0,37.5,0.6,80.0,0.3,0.8,1.1,1.9,1.0,0.4,0.1,1.4,9.7,0,0,-0.5,2017,0,False,0.55,G,65.5,10.0,2017
332,Juancho Hernangomez,DEN,21,62,30,32,13.6,4.9,3.6,45.1,1.8,40.7,1.2,75.0,0.7,2.3,3.0,0.5,0.5,0.5,0.2,1.0,10.8,1,0,-0.5,2017,0,False,0.48,F,56.6,-0.5,2017
