,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
3820,Jeff Ayres,17,6.3,0.6,0.3,0.4,71.4,0.0,0.1,0.0,71.4
3821,Jeff Green,80,28.2,2.5,0.9,2.7,34.0,0.7,2.2,33.5,47.6
3822,Jeff Teague,79,28.5,2.1,0.7,1.5,46.7,0.7,1.4,47.4,68.9
3823,Jeff Withey,51,12.9,0.4,0.2,0.5,36.0,0.0,0.0,0.0,36.0
3824,Jerami Grant,77,26.8,1.5,0.5,2.0,25.5,0.4,1.8,24.3,36.6
3825,Jeremy Evans,30,8.4,0.5,0.2,0.6,33.3,0.1,0.5,26.7,44.4
3826,Jeremy Lamb,66,18.6,2.4,0.9,2.5,34.7,0.6,1.9,31.3,46.7
3827,Jeremy Lin,78,26.3,2.2,0.8,2.2,35.1,0.7,2.0,35.0,51.2
3828,Jerian Grant,76,16.6,0.7,0.3,0.8,31.3,0.2,0.7,30.0,43.0
3829,Jerryd Bayless,52,28.9,5.3,1.8,3.9,46.1,1.6,3.6,45.9,66.9
3830,Jimmer Fredette,6,2.9,0.5,0.2,0.3,50.0,0.2,0.3,50.0,75.0
3831,Jimmy Butler,67,36.9,2.5,0.9,2.8,34.1,0.6,1.9,30.8,44.9
3832,Joakim Noah,29,21.9,0.2,0.1,0.2,50.0,0.0,0.0,-,50.0
3833,Jodie Meeks,3,14.5,2.0,0.7,3.0,22.2,0.7,2.3,28.6,33.3
3834,Joe Harris,5,3.0,0.6,0.2,0.6,33.3,0.2,0.6,33.3,50.0
3835,Joe Ingles,81,15.3,2.6,0.9,2.1,41.5,0.9,2.0,42.1,61.7
3836,Joe Johnson,81,33.4,3.8,1.3,3.2,40.7,1.2,3.0,40.8,59.7
3837,Joe Young,41,9.4,0.6,0.2,0.8,26.5,0.2,0.7,24.1,36.8
3838,Joel Anthony,19,5.0,0.1,0.1,0.1,100,-,-,-,100
3839,Joffrey Lauvergne,59,17.6,1.8,0.8,2.0,39.3,0.2,0.9,25.0,44.9
3840,John Henson,57,16.8,0.0,0.0,0.1,14.3,0.0,0.0,0.0,14.3
3841,John Jenkins,43,11.2,1.2,0.5,1.2,40.4,0.3,0.7,36.7,51.0
3842,John Wall,77,36.2,2.9,1.0,2.7,37.2,0.9,2.5,38.4,54.8
3843,Johnny O'Bryant III,66,13.0,0.9,0.4,1.3,34.9,0.0,0.0,100,35.5
3844,Jon Leuer,67,18.7,2.7,1.1,2.8,37.8,0.6,1.6,40.0,48.9
3845,Jonas Jerebko,78,15.1,1.8,0.6,1.6,39.7,0.5,1.3,41.2,57.0
3846,Jonas Valanciunas,60,25.9,0.9,0.5,0.9,53.8,-,-,-,53.8
3847,Jonathon Simmons,55,14.8,0.9,0.3,0.8,37.0,0.3,0.8,40.5,55.4
3848,Jordan Adams,2,7.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
3849,Jordan Clarkson,79,32.3,3.1,1.1,3.1,35.2,0.9,2.6,34.5,49.8
3850,Jordan Farmar,12,24.3,1.8,0.6,1.8,31.8,0.6,1.8,31.8,47.7
3851,Jordan Hamilton,11,27.6,2.0,0.7,2.5,28.6,0.5,2.3,24.0,39.3
3852,Jordan Hill,73,20.7,1.6,0.8,2.0,40.3,0.0,0.0,0.0,40.3
3853,Jordan McRae,22,8.9,0.7,0.2,0.6,38.5,0.2,0.5,45.5,57.7
3854,Jordan Mickey,16,3.6,0.1,0.1,0.1,50.0,-,-,-,50.0
3855,Jorge Gutierrez,12,5.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
3856,Jose Calderon,72,28.1,3.3,1.2,2.6,44.2,0.9,2.2,43.0,62.1
3857,Josh Huestis,5,11.0,2.4,0.8,1.6,50.0,0.8,1.2,66.7,75.0
3858,Josh McRoberts,42,14.2,1.3,0.5,1.6,32.8,0.3,1.1,26.7,41.8
3859,Josh Richardson,52,21.3,3.1,1.1,2.4,45.5,1.0,2.1,46.4,66.3
3860,Josh Smith,55,16.0,2.1,0.7,2.6,28.3,0.6,2.2,29.4,40.3
3861,Jrue Holiday,65,28.2,1.3,0.5,1.2,38.0,0.4,1.1,35.2,53.8
3862,Julius Randle,81,28.2,0.9,0.4,1.4,29.2,0.1,0.3,33.3,32.7
3863,Justin Anderson,55,11.8,1.1,0.4,1.3,29.6,0.3,1.2,28.8,43.0
3864,Justin Harper,5,7.0,2.4,0.8,1.8,44.4,0.8,1.8,44.4,66.7
3865,Justin Holiday,53,14.6,2.0,0.7,1.8,39.4,0.6,1.6,38.1,56.4
3866,Justise Winslow,78,28.6,1.5,0.6,1.9,29.9,0.4,1.4,28.4,40.5
3867,Jusuf Nurkic,32,17.1,0.6,0.3,0.8,37.5,0.0,0.1,0.0,37.5
3868,KJ McDaniels,37,6.4,0.6,0.2,0.6,31.8,0.2,0.6,31.8,47.7
3869,Karl-Anthony Towns,82,32.0,4.2,1.9,4.2,46.2,0.3,0.9,34.3,49.7
3870,Kawhi Leonard,72,33.0,5.0,1.8,4.0,44.5,1.4,3.1,46.2,62.4
3871,Keith Appling,5,5.4,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0
3872,Kelly Olynyk,69,20.2,3.5,1.2,3.0,40.2,1.1,2.6,41.7,58.1
3873,Kelly Oubre Jr.,63,10.7,1.1,0.4,1.1,33.8,0.4,1.1,34.3,50.7
3874,Kemba Walker,81,35.6,3.8,1.3,2.9,45.3,1.2,2.7,44.3,66.2
3875,Kendall Marshall,30,13.3,1.6,0.6,1.6,36.2,0.5,1.4,33.3,51.1
3876,Kendrick Perkins,37,14.6,0.1,0.1,0.2,22.2,-,-,-,22.2
3877,Kenneth Faried,67,25.3,0.4,0.2,0.6,35.9,0.0,0.0,50.0,37.2
3878,Kent Bazemore,75,27.8,3.8,1.3,3.4,38.3,1.2,3.2,37.7,55.9
3879,Kentavious Caldwell-Pope,76,36.7,3.8,1.3,4.0,32.9,1.1,3.6,32.1,47.1
3880,Kevin Durant,72,35.8,5.9,2.2,5.0,43.9,1.5,3.8,40.4,59.0
3881,Kevin Garnett,38,14.6,1.5,0.7,1.5,48.3,0.0,0.0,0.0,48.3
3882,Kevin Love,77,31.5,6.7,2.4,6.2,38.1,2.0,5.3,36.9,53.9
3883,Kevin Martin,55,19.9,2.8,1.0,2.5,40.6,0.8,1.9,41.7,56.2
3884,Kevin Seraphin,48,11.0,0.9,0.4,1.0,42.0,0.0,0.0,0.0,42.0
3885,Kevon Looney,5,4.1,0.6,0.2,0.4,50.0,0.2,0.4,50.0,75.0
3886,Khris Middleton,79,36.1,5.3,1.9,4.4,42.7,1.5,3.5,43.8,60.0
3887,Kirk Hinrich,46,13.7,1.0,0.3,0.8,38.5,0.3,0.8,36.8,56.4
3888,Klay Thompson,80,33.3,10.5,3.7,8.6,43.4,3.0,6.9,44.1,61.0
3889,Kobe Bryant,66,28.2,4.2,1.5,4.3,34.8,1.2,3.7,32.4,48.4
3890,Kosta Koufos,78,19.0,0.3,0.2,0.3,48.0,-,-,-,48.0
3891,Kostas Papanikolaou,26,11.3,1.2,0.4,1.0,40.7,0.3,0.9,39.1,57.4
3892,Kris Humphries,53,15.7,2.9,1.1,3.2,35.1,0.6,2.0,31.7,44.7
3893,Kristaps Porzingis,72,28.4,5.2,2.0,5.2,39.2,1.1,3.2,34.1,49.6
3894,Kyle Anderson,78,16.0,0.6,0.2,0.7,35.3,0.2,0.4,35.3,47.1
3895,Kyle Korver,80,30.0,5.9,2.1,5.0,41.5,1.7,4.2,41.1,58.6
3896,Kyle Lowry,77,37.0,5.0,1.7,3.8,44.3,1.6,3.6,45.3,66.0
3897,Kyle O'Quinn,65,11.8,1.3,0.6,1.4,43.0,0.0,0.2,13.3,44.1
3898,Kyle Singler,68,14.4,1.6,0.6,1.7,35.7,0.4,1.4,31.6,48.7
3899,Kyrie Irving,53,31.5,2.7,1.0,2.6,37.0,0.8,2.2,35.0,51.8
3900,LaMarcus Aldridge,74,30.6,4.0,2.0,4.6,44.2,0.0,0.2,0.0,44.2
3901,Lamar Patterson,35,11.3,1.1,0.4,1.3,27.7,0.3,1.2,26.2,39.4
3902,Lance Stephenson,69,19.9,0.9,0.3,0.8,35.1,0.3,0.8,37.0,52.6
3903,Lance Thomas,59,22.3,2.7,1.0,2.4,41.4,0.7,1.7,41.6,56.4
3904,Langston Galloway,82,24.8,2.8,1.0,3.0,34.4,0.8,2.3,34.4,47.5
3905,Larry Nance Jr.,63,20.1,1.0,0.5,1.5,33.3,0.0,0.1,12.5,33.9
3906,Lavoy Allen,79,20.2,1.1,0.6,1.5,37.2,-,-,-,37.2
3907,LeBron James,76,35.6,1.6,0.6,1.7,35.9,0.4,1.3,33.3,48.8
3908,Leandro Barbosa,68,15.9,1.9,0.7,1.7,39.8,0.5,1.4,37.9,55.1
3909,Lorenzo Brown,8,7.6,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
3910,Lou Amundson,29,7.0,0.1,0.1,0.3,22.2,-,-,-,22.2
3911,Lou Williams,67,28.5,2.6,0.9,2.4,37.9,0.8,2.2,37.4,55.0
3912,Luc Mbah a Moute,75,17.0,0.8,0.3,0.9,34.4,0.2,0.5,32.5,44.5
3913,Lucas Nogueira,29,7.7,0.1,0.0,0.1,25.0,0.0,0.1,33.3,37.5
3914,Luis Montero,12,3.5,0.2,0.1,0.6,14.3,0.0,0.5,0.0,14.3
3915,Luis Scola,76,21.5,3.3,1.2,3.2,38.7,0.8,2.0,39.6,51.2
3916,Luke Babbitt,47,18.0,2.9,1.0,2.4,43.2,0.9,2.1,40.0,61.3
3917,Luol Deng,74,32.4,4.1,1.5,4.1,36.3,1.1,3.2,35.1,50.3
3918,Manu Ginobili,58,19.6,3.1,1.1,2.4,44.4,0.9,2.2,43.0,63.7
3919,Marc Gasol,52,34.4,4.8,2.4,5.0,47.7,0.0,0.1,66.7,48.1
3920,Marcelo Huertas,53,16.4,0.7,0.2,0.8,27.9,0.2,0.8,26.8,40.7
3921,Marcin Gortat,75,30.1,1.4,0.7,1.7,41.4,0.0,0.0,0.0,41.4
3922,Marco Belinelli,68,24.6,5.5,2.2,5.7,38.3,1.1,3.5,32.2,48.1
3923,Marcus Morris Sr.,80,35.7,3.8,1.3,3.5,37.9,1.2,3.0,38.6,54.5
3924,Marcus Smart,61,27.3,2.0,0.7,3.2,21.4,0.7,3.0,22.2,31.9
3925,Marcus Thornton,61,18.2,3.7,1.3,3.6,35.3,1.2,3.4,35.4,52.1
3926,Mario Chalmers,61,22.5,1.7,0.6,1.8,31.5,0.5,1.6,31.6,45.5
3927,Mario Hezonja,79,17.9,2.3,0.8,2.3,35.4,0.7,1.9,36.5,50.3
3928,Markel Brown,62,15.8,1.8,0.6,1.9,33.3,0.5,1.6,33.0,47.4
3929,Markieff Morris,64,25.5,3.6,1.4,3.8,37.9,0.7,2.2,33.3,47.5
3930,Marreese Speights,72,11.6,2.9,1.3,3.0,42.6,0.3,0.8,39.3,48.1
3931,Marvin Williams,81,28.9,6.3,2.2,5.3,41.1,1.9,4.5,41.3,58.7
3932,Mason Plumlee,82,25.4,0.2,0.1,0.3,38.5,0.0,0.0,0.0,38.5
3933,Matt Barnes,76,28.8,4.4,1.5,4.6,32.2,1.4,4.2,33.0,47.3
3934,Matt Bonner,30,6.9,1.8,0.6,1.3,47.5,0.5,1.1,45.5,66.3
3935,Matthew Dellavedova,76,24.6,3.2,1.1,2.4,46.4,1.0,2.2,45.7,67.3
3936,Maurice Harkless,78,18.7,1.4,0.5,1.7,27.4,0.4,1.7,26.7,40.4
3937,Metta World Peace,35,16.9,2.0,0.7,2.1,33.3,0.6,1.9,32.4,48.6
3938,Meyers Leonard,61,21.8,5.6,2.1,4.9,42.9,1.4,3.6,39.6,57.4
3939,Michael Beasley,20,18.1,0.9,0.4,1.0,36.8,0.2,0.3,50.0,44.7
3940,Michael Carter-Williams,54,30.5,0.9,0.4,1.2,30.2,0.2,0.8,27.9,39.7
3941,Michael Kidd-Gilchrist,7,29.2,1.9,0.7,1.6,45.5,0.4,1.0,42.9,59.1
3942,Mike Conley,56,31.4,2.7,0.9,2.5,38.1,0.8,2.2,36.4,54.0
3943,Mike Dunleavy,31,22.7,3.5,1.2,3.1,38.5,1.2,2.8,41.9,57.3
3944,Mike Miller,47,7.9,1.0,0.3,0.9,36.4,0.3,0.9,34.9,53.4
3945,Mike Muscala,60,9.4,1.2,0.5,1.3,38.5,0.2,0.6,31.6,46.2
3946,Mike Scott,75,15.3,2.8,1.0,2.6,38.3,0.8,2.1,39.4,54.1
3947,Miles Plumlee,61,14.3,0.1,0.0,0.1,60.0,-,-,-,60.0
3948,Mirza Teletovic,79,21.3,6.8,2.3,5.8,40.2,2.1,5.3,39.8,58.4
3949,Mitch McGary,20,3.6,0.1,0.1,0.4,12.5,0.0,0.2,0.0,12.5
3950,Mo Williams,41,18.2,2.4,0.9,1.8,47.3,0.7,1.5,46.8,66.9
3951,Monta Ellis,81,33.8,2.4,0.9,2.6,33.2,0.7,2.2,32.0,46.7
3952,Montrezl Harrell,39,9.7,0.1,0.1,0.3,20.0,0.0,0.0,0.0,20.0
3953,Myles Turner,60,22.8,3.1,1.5,3.7,40.7,0.1,0.2,21.4,41.4
3954,Nate Robinson,2,11.6,0.0,0.0,0.0,-,0.0,0.0,-,-
3955,Nazr Mohammed,5,3.9,0.0,0.0,0.2,0.0,-,-,-,0.0
3956,Nemanja Bjelica,60,17.9,2.2,0.7,1.9,38.1,0.7,1.8,39.8,57.1
3957,Nene,57,19.2,1.2,0.6,1.4,42.9,0.0,0.1,0.0,42.9
3958,Nerlens Noel,67,29.3,0.6,0.3,1.2,26.6,0.0,0.0,50.0,27.2
3959,Nick Collison,59,11.9,0.3,0.2,0.3,50.0,0.0,0.0,0.0,50.0
3960,Nick Young,54,19.1,2.9,1.0,3.1,32.7,0.9,2.7,32.4,47.3
3961,Nicolas Batum,70,35.0,5.3,1.9,5.2,36.5,1.5,4.1,36.5,50.8
3962,Nik Stauskas,73,24.8,3.7,1.2,3.4,35.9,1.2,3.4,36.3,53.8
3963,Nikola Jokic,80,21.7,1.5,0.6,1.4,41.6,0.3,0.9,36.8,52.7
3964,Nikola Mirotic,66,24.9,6.3,2.2,5.2,41.4,2.0,4.7,42.2,60.3
3965,Nikola Pekovic,12,13.0,0.0,0.0,0.0,-,-,-,-,-
3966,Nikola Vucevic,65,31.3,4.9,2.4,5.1,48.2,0.0,0.1,25.0,48.5
3967,Noah Vonleh,78,15.0,0.9,0.4,1.2,30.9,0.1,0.6,25.0,36.7
3968,Norman Powell,49,14.8,2.0,0.7,1.6,42.5,0.7,1.5,44.4,62.5
3969,Norris Cole,45,26.6,2.1,0.7,2.0,37.1,0.6,1.6,38.6,52.2
3970,O.J. Mayo,41,26.6,3.8,1.3,4.0,34.0,1.1,3.2,33.3,47.5
3971,Omer Asik,68,17.3,0.0,0.0,0.1,20.0,-,-,-,20.0
3972,Omri Casspi,69,27.3,4.0,1.3,3.3,39.8,1.3,3.2,40.6,59.5
3973,Orlando Johnson,7,14.5,0.9,0.3,1.3,22.2,0.3,1.3,22.2,33.3
3974,Otto Porter Jr.,75,30.3,5.3,2.0,4.7,42.8,1.3,3.3,38.1,56.1
3975,P.J. Tucker,82,31.0,2.6,0.9,2.5,35.9,0.8,2.2,36.7,51.4
3976,PJ Hairston,66,19.9,3.1,1.0,3.5,29.6,1.0,3.5,29.8,44.2
3977,Pablo Prigioni,59,13.9,0.8,0.3,0.8,33.3,0.3,0.8,31.9,49.0
3978,Pat Connaughton,34,4.2,0.3,0.1,0.5,23.5,0.1,0.4,21.4,32.4
3979,Patrick Beverley,71,28.7,4.3,1.5,3.4,42.2,1.4,3.4,41.8,62.7
3980,Patrick Patterson,79,25.6,4.0,1.4,3.7,36.5,1.3,3.6,36.2,53.7
3981,Patty Mills,81,20.5,3.9,1.3,3.3,40.5,1.2,3.0,41.1,59.3
3982,Pau Gasol,72,31.8,6.2,3.0,6.1,48.5,0.3,0.9,34.3,51.1
3983,Paul George,81,34.8,6.0,2.1,5.5,38.7,1.7,4.5,38.7,54.4
3984,Paul Millsap,81,32.7,3.6,1.4,3.7,37.0,0.9,2.6,32.5,48.5
3985,Paul Pierce,68,18.1,3.2,1.1,3.5,31.8,1.0,3.2,30.9,46.2
3986,Phil Pressey,23,12.3,0.3,0.1,0.3,25.0,0.1,0.3,25.0,37.5
3987,Quincy Acy,59,14.8,1.4,0.5,1.3,40.5,0.3,0.8,34.8,50.6
3988,RJ Hunter,36,8.7,1.6,0.6,1.5,36.4,0.4,1.4,31.4,50.9
3989,Rajon Rondo,72,35.2,2.0,0.7,2.0,35.2,0.6,1.5,36.9,49.3
3990,Rakeem Christmas,1,6.1,0.0,0.0,0.0,-,-,-,-,-
3991,Ramon Sessions,82,20.3,1.3,0.4,1.3,34.3,0.4,1.1,34.8,49.5
3992,Randy Foye,81,20.3,2.0,0.7,2.4,29.4,0.6,2.2,29.1,42.8
3993,Rashad Vaughn,70,14.3,2.0,0.7,2.2,31.6,0.6,1.9,30.1,44.8
3994,Rasual Butler,46,9.4,1.3,0.5,1.2,41.8,0.3,1.0,32.6,55.5
3995,Raul Neto,81,18.5,2.0,0.7,1.7,40.6,0.6,1.6,39.2,59.1
3996,Ray McCallum,41,11.6,1.2,0.4,1.1,38.6,0.3,0.9,37.8,54.5
3997,Raymond Felton,80,27.4,1.8,0.6,1.9,32.5,0.5,1.7,31.4,46.7
3998,Reggie Bullock,37,11.6,1.8,0.6,1.6,39.7,0.6,1.4,41.5,58.6
3999,Reggie Jackson,79,30.7,1.8,0.6,1.7,36.8,0.6,1.6,36.2,53.7
4000,Richard Jefferson,74,17.9,2.4,0.8,2.3,36.5,0.8,2.2,36.3,53.9
4001,Richaun Holmes,51,13.8,0.6,0.2,1.1,21.4,0.2,0.8,19.5,28.6
4002,Ricky Rubio,76,30.6,2.4,0.9,2.6,33.0,0.7,2.2,33.5,47.0
4003,Robert Covington,67,28.4,7.1,2.4,6.4,37.5,2.3,6.2,37.6,55.9
4004,Robert Sacre,25,12.8,0.8,0.4,0.8,52.6,-,-,-,52.6
4005,Robin Lopez,82,27.1,0.6,0.3,0.9,32.4,0.0,0.0,-,32.4
4006,Rodney Hood,79,32.2,4.4,1.5,3.8,38.8,1.4,3.7,38.3,57.4
4007,Rodney Stuckey,58,22.0,1.2,0.4,1.6,28.0,0.3,1.1,24.2,36.6
4008,Rondae Hollis-Jefferson,29,21.2,1.3,0.6,1.3,48.6,0.1,0.4,25.0,52.7
4009,Ronnie Price,62,19.5,2.6,0.9,2.4,36.5,0.9,2.3,37.8,54.7
4010,Roy Hibbert,81,23.2,1.4,0.7,1.6,43.2,0.0,0.0,0.0,43.2
4011,Rudy Gay,70,34.0,3.3,1.3,3.3,38.3,0.8,2.5,33.1,50.7
4012,Rudy Gobert,61,31.7,0.1,0.1,0.2,33.3,-,-,-,33.3
4013,Russ Smith,15,4.4,0.2,0.1,0.1,50.0,0.1,0.1,50.0,75.0
4014,Russell Westbrook,80,34.4,1.3,0.5,1.4,33.3,0.4,1.2,33.3,48.1
4015,Ryan Anderson,66,30.4,5.4,1.8,5.1,36.5,1.7,4.7,36.6,53.4
4016,Ryan Hollins,37,12.4,0.2,0.1,0.1,60.0,-,-,-,60.0
4017,Ryan Kelly,36,13.1,1.1,0.5,1.6,31.0,0.1,0.9,14.7,35.3
4018,Salah Mejri,34,11.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
4019,Sam Dekker,3,2.0,0.0,0.0,0.0,-,-,-,-,-
4020,Sasha Kaun,25,3.8,0.0,0.0,0.0,-,-,-,-,-
4021,Sasha Vujacic,61,14.9,3.0,1.1,3.0,37.9,0.7,2.1,35.7,50.3
4022,Sean Kilpatrick,31,19.9,3.6,1.3,3.5,35.8,1.1,3.1,35.8,51.4
4023,Serge Ibaka,78,32.1,6.5,2.9,6.8,42.0,0.8,2.3,32.8,47.6
4024,Sergey Karasev,40,10.0,0.8,0.3,0.9,31.4,0.3,0.9,32.4,47.1
4025,Seth Curry,44,15.7,2.8,1.0,2.0,46.7,0.9,1.8,48.8,68.3
4026,Shabazz Muhammad,82,20.5,2.0,0.7,2.2,31.7,0.5,1.8,30.3,43.7
4027,Shabazz Napier,55,10.9,1.3,0.5,1.1,41.7,0.4,1.1,40.7,61.7
4028,Shane Larkin,78,22.4,0.8,0.3,0.9,31.9,0.3,0.7,35.7,45.8
4029,Shaun Livingston,78,19.5,0.3,0.1,0.4,35.7,0.0,0.1,18.2,39.3
4030,Shayne Whittington,7,5.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
4031,Shelvin Mack,52,20.3,1.3,0.4,1.3,34.3,0.4,1.2,33.3,50.0
4032,Solomon Hill,59,14.7,1.3,0.5,1.3,34.2,0.4,1.2,33.3,48.7
4033,Sonny Weems,43,11.6,1.1,0.4,1.0,41.5,0.3,0.8,40.0,58.5
4034,Spencer Dinwiddie,12,13.3,0.2,0.1,0.3,33.3,0.0,0.2,0.0,33.3
4035,Spencer Hawes,57,18.2,2.2,0.8,2.2,35.9,0.6,1.7,36.7,50.0
4036,Stanley Johnson,73,23.1,2.3,0.8,2.3,34.1,0.7,2.1,34.6,50.0
4037,Stephen Curry,79,34.2,7.1,2.4,5.2,46.9,2.2,4.7,47.7,68.6
4038,Steve Blake,58,17.0,1.9,0.7,1.8,35.8,0.6,1.6,35.8,51.9
4039,Steve Novak,10,4.4,1.8,0.6,1.6,37.5,0.6,1.4,42.9,56.3
4040,Steven Adams,80,25.2,0.1,0.1,0.1,40.0,-,-,-,40.0
4041,T.J. McConnell,81,19.8,0.8,0.3,0.9,31.9,0.2,0.8,29.5,44.9
4042,T.J. Warren,47,22.8,2.3,0.9,1.9,48.3,0.5,1.3,41.0,62.6
4043,Taj Gibson,73,26.5,1.3,0.7,1.6,41.7,0.0,0.0,0.0,41.7
4044,Tarik Black,39,12.7,0.1,0.0,0.2,16.7,-,-,-,16.7
4045,Tayshaun Prince,77,19.0,1.4,0.7,1.6,42.1,0.1,0.3,17.4,43.7
4046,Terrence Jones,50,20.9,1.5,0.5,1.5,35.1,0.4,1.3,31.7,48.1
4047,Terrence Ross,73,23.9,5.3,1.8,4.5,40.9,1.6,3.9,41.1,58.8
4048,Terry Rozier,39,8.0,0.5,0.2,0.6,27.3,0.2,0.6,27.3,40.9
4049,Thabo Sefolosha,75,23.4,2.0,0.7,1.9,39.0,0.5,1.5,35.1,52.8
4050,Thaddeus Young,73,33.0,1.1,0.5,1.5,34.9,0.1,0.3,20.8,37.3
4051,Thanasis Antetokounmpo,2,3.1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
4052,Thomas Robinson,71,12.9,0.1,0.1,0.4,14.8,0.0,0.0,0.0,14.8
4053,Tiago Splitter,36,16.1,0.1,0.0,0.1,20.0,0.0,0.1,0.0,20.0
4054,Tibor Pleiss,12,6.8,0.7,0.3,0.5,66.7,0.0,0.2,0.0,66.7
4055,Tim Duncan,61,25.2,0.8,0.4,1.3,29.1,0.0,0.0,0.0,29.1
4056,Tim Frazier,51,14.5,0.4,0.1,0.4,33.3,0.1,0.4,33.3,47.6
4057,Tim Hardaway Jr.,51,16.9,2.6,0.9,2.6,34.6,0.8,2.3,35.3,50.4
4058,Timofey Mozgov,76,17.4,0.7,0.3,0.8,39.1,0.0,0.1,16.7,39.8
4059,Tobias Harris,76,33.1,3.3,1.2,3.3,35.2,1.0,2.9,34.1,50.0
4060,Toney Douglas,61,20.7,2.1,0.7,1.5,46.2,0.7,1.4,46.6,68.3
4061,Tony Allen,64,25.3,1.2,0.5,1.3,35.7,0.2,0.7,35.7,44.6
4062,Tony Parker,72,27.5,1.4,0.5,1.3,40.4,0.3,0.8,37.9,52.1
4063,Tony Snell,64,20.3,2.4,0.8,2.3,34.0,0.8,2.2,35.0,50.3
4064,Tony Wroten,8,18.0,1.1,0.4,1.4,27.3,0.4,1.4,27.3,40.9
4065,Trevor Ariza,81,35.3,6.1,2.1,5.3,38.9,2.0,5.2,38.5,57.7
4066,Trevor Booker,79,20.7,0.6,0.2,0.8,26.9,0.2,0.5,30.0,35.8
4067,Trey Burke,64,21.3,3.7,1.2,3.1,40.3,1.2,3.0,40.0,59.7
4068,Trey Lyles,80,17.3,2.4,0.9,2.2,40.4,0.6,1.5,38.8,53.7
4069,Tristan Thompson,82,27.7,0.1,0.0,0.1,27.3,-,-,-,27.3
4070,Troy Daniels,43,11.1,4.5,1.6,2.9,55.2,1.3,2.3,54.5,76.8
4071,Ty Lawson,66,21.4,1.3,0.4,1.2,35.4,0.4,1.1,37.0,52.5
4072,Tyler Ennis,46,14.2,0.8,0.3,0.8,36.1,0.3,0.7,36.4,52.8
4073,Tyler Hansbrough,44,7.8,0.2,0.1,0.1,50.0,0.0,0.1,66.7,66.7
4074,Tyler Johnson,36,24.0,2.8,1.0,2.6,40.2,0.7,1.9,38.2,54.3
4075,Tyler Zeller,60,11.8,1.0,0.5,1.4,35.7,-,-,-,35.7
4076,Tyreke Evans,25,30.6,2.0,0.7,1.8,38.6,0.6,1.6,41.0,56.8
4077,Tyson Chandler,66,24.5,0.2,0.1,0.5,15.6,0.0,0.0,0.0,15.6
4078,Tyus Jones,37,15.5,0.6,0.2,0.9,24.2,0.2,0.9,25.0,36.4
4079,Udonis Haslem,37,7.0,0.6,0.3,0.8,34.5,0.0,0.2,12.5,36.2
4080,Victor Oladipo,72,33.0,3.5,1.2,3.4,36.1,1.0,2.9,35.4,51.0
4081,Vince Carter,60,16.8,2.8,1.0,2.7,36.6,0.9,2.4,35.7,52.5
4082,Wayne Ellington,76,21.2,3.4,1.2,3.2,37.2,1.0,2.7,39.1,53.5
4083,Wesley Johnson,80,20.8,4.3,1.5,4.4,34.8,1.2,3.6,34.0,48.9
4084,Wesley Matthews,78,33.9,6.2,2.1,5.2,39.9,2.0,5.0,39.6,58.8
4085,Will Barton,82,28.7,3.0,1.0,3.0,35.1,1.0,2.7,36.2,51.4
4086,Willie Cauley-Stein,66,21.4,0.3,0.2,0.4,39.3,0.0,0.0,0.0,39.3
4087,Willie Reed,39,10.9,0.3,0.1,0.5,27.8,-,-,-,27.8
4088,Xavier Munford,14,17.4,1.6,0.6,1.4,42.1,0.5,1.3,38.9,60.5
4089,Zach LaVine,82,28.0,2.9,1.0,2.3,43.6,0.9,2.0,42.9,62.2
4090,Zach Randolph,68,29.7,1.9,0.9,2.3,41.2,0.1,0.3,26.3,42.8
4091,Zaza Pachulia,76,26.4,0.9,0.4,1.5,29.3,0.0,0.0,0.0,29.3
4170,AJ Price,26,12.4,1.2,0.4,1.2,32.3,0.4,1.1,35.7,48.4
4171,Aaron Brooks,82,23.0,2.4,0.8,1.9,42.7,0.8,1.9,42.1,63.1
4172,Aaron Gordon,47,17.0,0.8,0.3,1.1,24.1,0.2,0.9,25.0,34.3
4173,Adreian Payne,32,23.1,1.8,0.9,2.2,41.4,0.0,0.3,12.5,42.1
4174,Al Horford,76,30.5,5.0,2.4,5.2,46.7,0.1,0.4,29.0,47.8
4175,Al Jefferson,65,30.6,3.0,1.5,3.4,43.8,0.0,0.1,25.0,44.0
4176,Al-Farouq Aminu,74,18.5,1.4,0.5,1.9,27.0,0.4,1.6,28.0,39.1
4177,Alan Anderson,74,23.6,2.5,0.9,2.3,37.2,0.8,2.1,35.8,53.8
4178,Alec Burks,27,33.3,2.2,0.8,1.8,43.8,0.7,1.6,41.9,62.5
4179,Alex Kirk,5,2.8,0.0,0.0,0.4,0.0,-,-,-,0.0
4180,Alex Len,69,22.0,0.7,0.4,1.2,30.5,0.0,0.0,33.3,31.1
4181,Alexey Shved,42,18.3,1.8,0.6,1.7,35.2,0.6,1.5,36.9,52.1
