,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
4182,Alexis Ajinca,68,14.1,0.8,0.4,1.1,38.9,-,-,-,38.9
4183,Allen Crabbe,51,13.4,1.9,0.7,1.8,36.2,0.6,1.6,37.5,52.1
4184,Alonzo Gee,54,12.2,0.7,0.2,0.6,39.4,0.2,0.6,41.9,59.1
4185,Amar'e Stoudemire,59,21.1,0.8,0.4,1.0,41.7,0.0,0.0,0.0,41.7
4186,Amir Johnson,75,26.4,1.0,0.4,0.9,43.5,0.2,0.6,41.9,56.5
4187,Anderson Varejao,26,24.4,2.0,1.0,1.9,52.0,0.0,0.1,0.0,52.0
4188,Andre Dawkins,4,5.4,0.8,0.3,1.3,20.0,0.3,1.3,20.0,30.0
4189,Andre Drummond,82,30.5,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
4190,Andre Iguodala,77,26.9,2.6,0.9,2.5,35.7,0.8,2.3,35.2,51.5
4191,Andre Miller,81,15.5,0.3,0.1,0.3,33.3,0.1,0.3,25.0,44.4
4192,Andre Roberson,67,19.2,0.9,0.3,1.2,25.3,0.3,1.2,24.4,37.3
4193,Andrea Bargnani,29,27.1,6.3,2.9,6.3,46.7,0.5,1.3,35.9,50.5
4194,Andrei Kirilenko,7,5.2,0.0,0.0,0.0,-,-,-,-,-
4195,Andrew Bogut,67,23.6,0.0,0.0,0.0,0.0,-,-,-,0.0
4196,Andrew Nicholson,40,12.3,2.2,1.0,2.5,38.8,0.3,1.0,30.8,44.9
4197,Andrew Wiggins,82,36.2,2.0,0.8,2.2,35.7,0.4,1.1,34.0,44.5
4198,Anthony Bennett,57,15.7,1.8,0.9,2.5,34.5,0.1,0.4,31.8,37.0
4199,Anthony Davis,68,36.1,4.3,2.1,4.7,45.7,0.0,0.1,14.3,45.9
4200,Anthony Morrow,74,24.4,6.5,2.3,4.9,46.6,1.9,4.1,45.7,65.5
4201,Anthony Tolliver,76,18.9,4.4,1.5,3.9,37.7,1.4,3.7,37.7,55.3
4202,Archie Goodwin,41,13.0,0.9,0.3,0.9,33.3,0.3,0.8,33.3,48.6
4203,Arinze Onuaku,6,11.4,0.0,0.0,0.0,-,-,-,-,-
4204,Aron Baynes,70,16.0,0.8,0.4,0.8,50.9,0.0,0.1,25.0,51.8
4205,Arron Afflalo,78,32.1,5.3,2.0,4.8,40.7,1.4,3.7,37.2,55.0
4206,Austin Daye,34,10.1,2.1,0.7,2.2,33.3,0.6,1.9,31.8,47.3
4207,Austin Rivers,76,20.6,1.4,0.5,1.5,31.9,0.4,1.4,30.6,46.5
4208,Avery Bradley,77,31.5,5.6,2.1,5.5,38.7,1.3,3.6,36.7,50.6
4209,Ben Gordon,56,14.1,1.4,0.5,1.1,42.9,0.4,0.9,42.3,60.3
4210,Ben McLemore,82,32.6,5.0,1.8,4.8,36.8,1.5,4.1,36.3,52.6
4211,Beno Udrih,79,18.9,1.5,0.6,1.6,39.0,0.3,0.9,29.7,48.0
4212,Bernard James,16,9.9,0.0,0.0,0.0,-,-,-,-,-
4213,Bismack Biyombo,64,19.4,0.1,0.0,0.1,40.0,-,-,-,40.0
4214,Blake Griffin,67,35.2,4.4,2.2,5.2,41.4,0.1,0.2,46.7,42.4
4215,Bojan Bogdanovic,78,23.8,3.3,1.1,3.2,35.6,1.1,3.0,36.8,52.8
4216,Boris Diaw,81,24.5,2.2,0.8,2.4,32.8,0.6,2.0,31.9,45.7
4217,Bradley Beal,63,33.5,4.9,1.7,4.5,38.9,1.4,3.4,41.6,54.6
4218,Brandan Wright,75,19.3,0.2,0.1,0.2,47.1,0.0,0.0,0.0,47.1
4219,Brandon Bass,82,23.5,2.4,1.1,2.6,43.5,0.1,0.4,31.0,45.6
4220,Brandon Davies,27,15.7,1.5,0.6,1.8,34.7,0.3,1.1,23.3,41.8
4221,Brandon Jennings,41,28.6,2.3,0.8,2.1,38.4,0.7,1.9,38.0,55.8
4222,Brandon Knight,63,32.3,3.8,1.3,3.3,39.0,1.2,3.0,38.4,56.4
4223,Brandon Rush,33,8.2,0.3,0.1,0.7,12.5,0.1,0.7,12.5,18.8
4224,Brendan Haywood,22,5.4,0.2,0.1,0.2,50.0,-,-,-,50.0
4225,Brian Roberts,72,18.5,1.9,0.7,2.1,33.8,0.5,1.6,30.5,45.7
4226,Brook Lopez,72,29.2,3.3,1.7,3.7,45.6,0.0,0.1,12.5,45.8
4227,Bruno Caboclo,8,2.9,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
4228,Bryce Cotton,15,10.6,0.8,0.3,1.0,26.7,0.3,0.9,30.8,40.0
4229,C.J. Watson,57,24.9,3.0,1.0,2.4,43.4,0.9,2.1,44.2,62.9
4230,C.J. Wilcox,21,4.8,0.9,0.3,1.1,29.2,0.2,0.8,31.3,39.6
4231,CJ McCollum,62,15.7,2.3,0.8,1.9,41.4,0.7,1.8,40.2,60.8
4232,CJ Miles,70,26.3,6.8,2.4,6.9,35.0,2.0,5.5,35.6,49.3
4233,Cameron Bairstow,18,3.5,0.2,0.1,0.3,33.3,-,-,-,33.3
4234,Carl Landry,70,17.0,1.3,0.7,1.6,40.0,-,-,-,40.0
4235,Carlos Boozer,71,23.8,2.0,1.0,2.4,40.9,-,-,-,40.9
4236,Carmelo Anthony,40,35.7,5.8,2.4,5.4,43.8,1.1,3.0,34.7,53.5
4237,Caron Butler,78,20.8,2.9,1.0,2.7,37.7,0.9,2.4,39.7,55.3
4238,Cartier Martin,23,8.6,0.7,0.3,1.4,18.8,0.2,1.2,17.9,26.6
4239,Chandler Parsons,66,33.1,5.3,1.8,4.7,38.3,1.7,4.3,38.6,55.9
4240,Channing Frye,75,24.9,6.0,2.1,5.1,40.6,1.8,4.4,40.8,58.2
4241,Charlie Villanueva,64,10.6,4.0,1.4,3.6,38.4,1.3,3.3,37.6,55.6
4242,Chase Budinger,67,19.2,2.8,1.0,2.7,37.5,0.8,2.0,39.4,51.6
4243,Chris Andersen,60,18.9,0.4,0.2,0.5,37.9,0.1,0.2,40.0,44.8
4244,Chris Bosh,44,35.4,7.7,3.1,6.8,46.5,1.4,3.5,39.6,56.7
4245,Chris Copeland,50,16.5,3.0,1.0,2.9,34.7,1.0,2.8,34.8,51.4
4246,Chris Douglas-Roberts,12,8.5,0.3,0.1,0.7,12.5,0.1,0.6,14.3,18.8
4247,Chris Johnson,29,18.2,2.8,1.0,3.1,30.8,0.9,3.0,29.9,45.1
4248,Chris Kaman,74,18.9,2.0,1.0,2.1,46.8,-,-,-,46.8
4249,Chris Paul,82,34.8,2.2,0.8,1.7,46.0,0.6,1.5,43.8,65.3
4250,Chuck Hayes,29,8.8,0.1,0.0,0.0,100,-,-,-,100
4251,Cleanthony Early,39,16.6,1.7,0.6,2.5,24.7,0.5,1.9,26.0,34.5
4252,Clint Capela,12,7.5,0.0,0.0,0.0,-,-,-,-,-
4253,Cody Zeller,62,24.0,1.6,0.8,2.2,37.3,0.0,0.0,100,37.7
4254,Cole Aldrich,61,16.0,0.0,0.0,0.1,25.0,-,-,-,25.0
4255,Corey Brewer,80,26.1,2.5,0.9,3.1,28.0,0.7,2.6,27.1,39.2
4256,Cory Jefferson,50,10.6,0.6,0.3,0.9,31.9,0.0,0.3,14.3,34.0
4257,Cory Joseph,79,18.3,0.9,0.4,0.7,47.5,0.2,0.4,40.0,59.3
4258,Courtney Lee,77,30.6,4.1,1.5,3.6,41.7,1.1,2.8,40.7,57.4
4259,D.J. Augustin,82,23.9,1.7,0.6,1.6,35.4,0.5,1.5,35.2,52.3
4260,Dahntay Jones,33,3.7,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
4261,Damian Lillard,82,35.7,3.3,1.1,3.1,36.4,1.0,2.8,34.9,52.1
4262,Damjan Rudez,68,15.4,3.4,1.2,2.7,44.6,1.0,2.2,42.8,62.2
4263,Danilo Gallinari,59,24.2,4.9,1.7,4.6,36.8,1.5,4.2,37.0,53.5
4264,Danny Granger,30,20.4,3.2,1.2,3.3,35.7,0.9,2.6,35.1,49.5
4265,Danny Green,81,28.5,6.4,2.2,4.9,44.8,2.0,4.5,45.1,65.9
4266,Dante Cunningham,66,25.0,2.6,1.3,3.0,42.5,0.0,0.1,20.0,42.8
4267,Dante Exum,82,22.2,2.9,1.0,3.0,33.2,0.9,2.8,32.0,48.4
4268,Darius Miller,5,8.7,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0
4269,Darius Morris,38,7.9,0.4,0.2,0.5,30.0,0.1,0.5,26.3,42.5
4270,Darrell Arthur,58,17.0,3.7,1.6,4.6,35.6,0.4,1.8,23.8,40.3
4271,Darren Collison,45,34.8,2.2,0.8,2.1,36.5,0.7,1.9,34.5,52.1
4272,David Lee,49,18.5,0.5,0.3,0.7,38.2,0.0,0.0,0.0,38.2
4273,David Stockton,3,11.0,1.0,0.3,0.3,100,0.3,0.3,100,150.0
4274,David Wear,2,3.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
4275,David West,66,28.7,4.9,2.4,5.0,48.3,0.1,0.3,21.1,48.9
4276,DeAndre Jordan,82,34.4,0.0,0.0,0.0,66.7,0.0,0.0,0.0,66.7
4277,DeJuan Blair,29,6.2,0.3,0.1,0.3,40.0,-,-,-,40.0
4278,DeMar DeRozan,60,35.0,2.6,1.1,3.0,37.2,0.4,1.1,32.3,43.1
4279,DeMarcus Cousins,59,34.1,2.0,1.0,2.5,39.3,0.0,0.1,28.6,40.0
4280,DeMarre Carroll,70,31.3,5.2,1.8,4.3,41.6,1.6,3.9,41.5,60.7
4281,Dennis Schroder,77,19.7,1.3,0.4,1.4,32.4,0.4,1.2,31.9,46.7
4282,Deron Williams,68,31.1,3.5,1.3,2.9,43.5,1.0,2.4,41.9,60.3
4283,Derrick Favors,74,30.8,2.6,1.3,3.3,39.4,0.0,0.1,25.0,39.6
4284,Derrick Rose,51,30.0,2.6,0.9,2.9,30.9,0.8,2.5,30.0,44.0
4285,Derrick Williams,74,19.8,2.1,0.8,2.2,33.9,0.6,1.8,31.1,46.7
4286,Devin Harris,76,22.2,2.9,1.0,2.6,37.5,1.0,2.6,37.2,55.8
4287,Devyn Marble,16,13.0,0.8,0.3,1.3,20.0,0.3,1.3,20.0,30.0
4288,Dewayne Dedmon,59,14.3,0.1,0.1,0.1,42.9,0.0,0.0,-,42.9
4289,Dion Waiters,80,27.6,2.3,0.8,2.6,30.4,0.7,2.3,29.9,43.7
4290,Dirk Nowitzki,77,29.6,8.1,3.4,7.7,44.1,1.3,3.3,38.2,52.3
4291,Donald Sloan,53,20.9,1.5,0.5,1.5,31.7,0.5,1.4,32.9,47.0
4292,Donatas Motiejunas,71,28.7,2.3,0.8,2.2,38.3,0.7,1.8,36.9,53.9
4293,Dorell Wright,48,12.3,2.4,0.8,2.1,38.2,0.8,2.0,38.1,56.4
4294,Doug McDermott,36,8.9,1.1,0.4,1.2,32.6,0.3,1.0,32.4,46.5
4295,Draymond Green,79,31.5,4.8,1.7,4.7,36.0,1.4,4.1,34.3,50.8
4296,Drew Gooden,51,16.9,2.8,1.2,2.8,42.7,0.4,1.1,39.3,50.3
4297,Drew Gordon,9,7.9,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0
4298,Dwight Buycks,6,20.5,1.5,0.5,0.7,75.0,0.5,0.7,75.0,112.5
4299,Dwight Howard,41,29.8,0.1,0.0,0.1,20.0,0.0,0.0,50.0,30.0
4300,Dwight Powell,29,8.2,0.9,0.4,1.0,41.4,0.1,0.4,27.3,46.6
4301,Dwyane Wade,62,31.8,1.1,0.5,1.3,37.8,0.1,0.5,21.9,42.1
4302,E'Twaun Moore,56,9.0,0.5,0.2,0.6,30.3,0.2,0.6,31.3,45.5
4303,Earl Barron,16,8.9,1.4,0.6,1.3,47.6,0.1,0.3,50.0,52.4
4304,Earl Clark,10,9.3,1.6,0.6,1.9,31.6,0.4,1.3,30.8,42.1
4305,Ed Davis,79,23.3,0.1,0.1,0.1,50.0,-,-,-,50.0
4306,Ekpe Udoh,33,3.9,0.2,0.1,0.2,66.7,-,-,-,66.7
4307,Elfrid Payton,82,30.3,0.4,0.1,0.5,32.4,0.1,0.4,33.3,45.9
4308,Elijah Millsap,47,19.7,1.8,0.6,1.8,32.6,0.6,1.7,33.8,48.3
4309,Elliot Williams,13,9.1,1.6,0.5,1.3,41.2,0.5,1.2,46.7,61.8
4310,Elton Brand,36,13.5,1.4,0.7,1.6,44.8,0.0,0.0,0.0,44.8
4311,Enes Freedom,75,28.5,2.5,1.2,3.3,35.2,0.2,0.6,34.1,38.3
4312,Eric Bledsoe,81,34.6,1.9,0.6,2.1,30.8,0.6,1.8,31.8,44.7
4313,Eric Gordon,61,33.1,6.4,2.2,4.6,47.5,2.0,4.2,48.6,69.8
4314,Eric Moreland,3,0.7,0.0,0.0,0.0,-,-,-,-,-
4315,Erick Green,43,9.5,1.3,0.5,1.4,35.0,0.3,1.0,31.7,45.8
4316,Ersan Ilyasova,58,22.7,5.4,2.1,4.8,43.9,1.2,3.0,38.9,56.1
4317,Evan Fournier,58,28.6,3.4,1.2,3.1,38.8,1.1,2.7,38.6,55.9
4318,Evan Turner,82,27.6,1.3,0.5,1.6,29.3,0.3,1.2,26.8,39.1
4319,Festus Ezeli,46,10.9,0.1,0.0,0.2,18.2,-,-,-,18.2
4320,Francisco Garcia,14,14.3,1.9,0.6,2.9,22.5,0.6,2.9,22.5,33.8
4321,Furkan Aldemir,41,13.2,0.2,0.1,0.4,29.4,0.0,0.1,0.0,29.4
4322,Gal Mekel,4,10.9,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
4323,Garrett Temple,52,14.1,1.8,0.6,1.6,38.1,0.6,1.5,37.7,55.4
4324,Gary Harris,55,13.1,1.2,0.4,1.7,24.7,0.3,1.5,22.9,34.9
4325,Gary Neal,54,22.1,2.2,0.9,2.4,37.8,0.4,1.4,30.3,46.9
4326,George Hill,43,29.5,3.3,1.1,2.9,38.9,1.1,2.7,39.7,57.1
4327,Gerald Green,74,19.5,4.4,1.6,4.0,39.0,1.3,3.4,37.2,54.9
4328,Gerald Henderson,80,28.9,2.5,1.0,2.7,36.7,0.5,1.6,33.6,46.6
4329,Gerald Wallace,32,8.9,0.1,0.0,0.1,33.3,0.0,0.0,100,50.0
4330,Giannis Antetokounmpo,81,31.4,0.8,0.4,1.0,35.7,0.1,0.3,20.8,38.7
4331,Gigi Datome,21,10.0,2.5,0.9,2.0,43.9,0.8,1.7,48.6,64.6
4332,Glen Davis,74,12.2,0.4,0.2,0.8,26.2,0.0,0.0,0.0,26.2
4333,Glen Rice,5,8.5,0.6,0.2,1.2,16.7,0.2,1.0,20.0,25.0
4334,Glenn Robinson III,35,7.5,0.3,0.1,0.6,18.2,0.1,0.5,25.0,27.3
4335,Goran Dragic,78,33.8,2.8,1.0,2.7,37.3,0.8,2.2,36.3,52.2
4336,Gordon Hayward,76,34.4,4.3,1.5,3.5,42.9,1.3,2.9,42.4,60.6
4337,Gorgui Dieng,73,30.0,1.1,0.6,1.3,43.2,0.0,0.0,50.0,43.7
4338,Grant Jerrett,8,6.4,0.6,0.3,2.3,11.1,0.1,1.9,6.7,13.9
4339,Greg Monroe,69,31.0,0.3,0.1,0.5,29.4,-,-,-,29.4
4340,Greg Smith,42,8.6,0.0,0.0,0.0,-,-,-,-,-
4341,Greg Stiemsma,17,3.9,0.1,0.1,0.1,100,-,-,-,100
4342,Greivis Vasquez,82,24.3,3.9,1.3,3.1,41.5,1.3,3.1,41.7,61.8
4343,Harrison Barnes,82,28.3,3.5,1.2,3.0,41.3,1.0,2.5,42.1,58.5
4344,Hassan Whiteside,48,23.8,0.3,0.2,0.4,47.1,-,-,-,47.1
4345,Hedo Turkoglu,62,11.4,2.4,0.8,1.7,49.0,0.8,1.6,47.5,72.1
4346,Henry Sims,73,19.2,2.5,1.2,2.9,41.7,0.1,0.3,18.2,42.7
4347,Henry Walker,24,26.1,5.4,1.8,5.0,35.8,1.8,5.0,35.8,53.8
4348,Hollis Thompson,71,25.0,5.1,1.8,4.4,40.4,1.6,3.8,41.6,58.2
4349,Ian Clark,30,6.4,1.0,0.3,0.9,38.5,0.3,0.9,38.5,57.7
4350,Ian Mahinmi,61,18.8,0.1,0.0,0.3,14.3,-,-,-,14.3
4351,Iman Shumpert,62,24.9,3.5,1.3,3.2,39.2,1.0,2.6,38.5,54.8
4352,Isaiah Canaan,47,20.0,2.7,0.9,2.5,35.3,0.9,2.5,35.0,52.5
4353,Isaiah Thomas,67,25.8,3.9,1.4,3.1,43.6,1.1,2.8,40.5,61.8
4354,Ish Smith,55,15.1,0.7,0.2,0.7,32.5,0.2,0.7,34.2,48.8
4355,J.J. Barea,77,17.7,1.4,0.5,1.1,44.0,0.4,1.0,41.0,63.1
4356,JJ Hickson,73,19.3,0.2,0.1,0.5,22.2,0.0,0.0,0.0,22.2
4357,JJ Redick,78,30.9,8.3,3.1,6.7,45.8,2.2,4.9,44.4,61.9
4358,JR Smith,70,29.7,5.6,1.9,4.9,39.4,1.7,4.4,39.6,57.4
4359,JaKarr Sampson,74,15.3,1.2,0.4,1.6,25.0,0.4,1.5,25.7,37.5
4360,JaMychal Green,24,6.8,0.3,0.1,0.5,23.1,0.0,0.3,0.0,23.1
4361,JaVale McGee,23,11.1,0.1,0.0,0.4,11.1,-,-,-,11.1
4362,Jabari Brown,19,29.9,3.5,1.3,3.2,39.3,1.0,2.7,37.3,54.9
4363,Jabari Parker,25,29.5,1.2,0.5,1.6,33.3,0.2,0.6,25.0,38.5
4364,Jack Cooley,16,5.4,0.1,0.1,0.3,25.0,-,-,-,25.0
4365,Jae Crowder,82,20.1,2.8,1.0,2.8,36.2,0.7,2.1,33.5,48.9
4366,Jamaal Franklin,3,4.4,0.0,0.0,0.0,-,0.0,0.0,-,-
4367,Jamal Crawford,64,26.6,4.3,1.5,3.8,39.7,1.3,3.4,37.5,56.4
4368,Jameer Nelson,63,22.3,2.3,0.8,2.3,35.7,0.7,2.0,32.6,50.3
4369,James Ennis III,62,17.0,1.5,0.5,1.6,31.6,0.5,1.4,32.6,45.9
4370,James Harden,81,36.8,3.2,1.1,2.8,38.8,1.1,2.7,39.9,58.3
4371,James Johnson,70,19.6,0.5,0.2,0.8,24.5,0.1,0.6,21.4,33.0
4372,James Jones,57,11.7,3.1,1.0,2.8,37.6,1.0,2.7,37.9,56.1
4373,James Michael McAdoo,15,9.1,0.0,0.0,0.1,0.0,-,-,-,0.0
4374,James Young,31,10.7,1.8,0.6,2.1,30.8,0.5,1.9,29.3,43.8
4375,Jannero Pargo,9,8.1,2.7,0.9,1.6,57.1,0.9,1.6,57.1,85.7
4376,Jared Cunningham,19,4.7,0.7,0.3,0.7,35.7,0.2,0.6,27.3,46.4
4377,Jared Dudley,72,23.8,4.3,1.7,3.8,43.6,1.0,2.6,38.6,56.9
4378,Jared Sullinger,58,27.0,4.1,1.6,4.4,37.4,0.8,2.9,27.5,46.5
4379,Jarnell Stokes,19,6.6,0.2,0.1,0.2,50.0,-,-,-,50.0
4380,Jarrett Jack,80,28.0,1.4,0.5,1.4,33.9,0.4,1.1,36.0,48.2
4381,Jason Maxiell,61,14.4,0.6,0.3,0.8,33.3,-,-,-,33.3
4382,Jason Richardson,19,21.9,3.9,1.4,4.6,29.5,1.2,4.1,28.6,42.0
4383,Jason Smith,82,21.8,3.8,1.8,4.1,44.5,0.2,0.5,37.5,46.7
4384,Jason Terry,77,21.3,4.6,1.6,3.8,41.1,1.5,3.6,40.3,60.3
4385,Jason Thompson,81,24.6,1.1,0.6,1.5,37.2,0.0,0.0,0.0,37.2
4386,Jeff Adrien,17,12.7,0.4,0.2,0.5,37.5,-,-,-,37.5
4387,Jeff Ayres,51,7.5,0.2,0.1,0.3,28.6,-,-,-,28.6
4388,Jeff Green,78,31.5,3.1,1.1,3.5,31.5,0.9,3.0,31.0,44.8
4389,Jeff Teague,73,30.5,1.8,0.6,1.5,41.7,0.5,1.4,39.4,59.7
4390,Jeff Withey,37,7.0,0.2,0.1,0.2,66.7,-,-,-,66.7
4391,Jeffery Taylor,29,14.8,1.3,0.5,1.3,35.9,0.4,1.2,32.4,50.0
4392,Jerami Grant,65,21.2,2.3,0.8,2.4,33.1,0.8,2.2,33.6,49.0
4393,Jerel McNeal,6,6.1,0.5,0.2,0.3,50.0,0.2,0.3,50.0,75.0
4394,Jeremy Evans,38,7.0,0.2,0.1,0.2,22.2,0.1,0.1,50.0,33.3
4395,Jeremy Lamb,47,13.5,1.6,0.6,1.8,31.4,0.5,1.6,31.5,44.8
4396,Jeremy Lin,74,25.8,1.4,0.5,1.4,35.0,0.4,1.2,35.2,50.5
4397,Jerome Jordan,44,8.7,0.2,0.1,0.3,38.5,-,-,-,38.5
4398,Jerrelle Benimon,2,1.4,0.0,0.0,0.0,-,-,-,-,-
4399,Jerryd Bayless,77,22.3,1.4,0.5,1.6,32.5,0.4,1.2,32.6,45.1
4400,Jimmer Fredette,50,10.2,0.5,0.2,0.7,25.7,0.1,0.7,21.2,35.7
4401,Jimmy Butler,65,38.7,4.2,1.6,3.8,42.3,1.0,2.5,39.5,55.3
4402,Joakim Noah,67,30.6,0.7,0.3,0.9,36.5,0.0,0.0,-,36.5
4403,Jodie Meeks,60,24.4,4.2,1.6,4.0,39.7,1.0,2.8,35.5,52.1
4404,Joe Harris,51,9.7,1.7,0.6,1.6,38.3,0.5,1.5,35.1,54.9
4405,Joe Ingles,79,21.2,2.5,0.8,2.2,37.7,0.8,2.1,38.3,55.4
4406,Joe Johnson,80,34.9,4.1,1.4,3.7,37.7,1.3,3.4,38.2,55.2
4407,Joel Anthony,49,8.3,0.2,0.1,0.2,62.5,-,-,-,62.5
4408,Joel Freeland,48,12.8,1.1,0.5,1.3,42.6,-,-,-,42.6
4409,Joey Dorsey,69,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,Joffrey Lauvergne,24,11.2,0.5,0.2,1.2,14.3,0.1,0.7,18.8,19.6
4411,John Henson,67,18.3,0.1,0.0,0.1,50.0,-,-,-,50.0
4412,John Jenkins,24,12.4,2.8,1.0,2.2,46.2,0.8,1.8,43.2,64.4
4413,John Lucas III,21,12.9,1.0,0.3,0.9,38.9,0.3,0.8,35.3,55.6
4414,John Salmons,21,12.8,1.0,0.3,1.0,33.3,0.3,1.0,33.3,50.0
4415,John Wall,79,35.9,1.5,0.5,1.6,32.3,0.4,1.4,31.5,46.4
4416,Johnny O'Bryant III,34,10.8,0.9,0.5,1.5,30.8,-,-,-,30.8
4417,Jon Leuer,63,13.1,1.5,0.7,2.0,35.0,0.1,0.4,25.0,37.8
4418,Jonas Jerebko,75,16.4,2.6,0.9,2.3,40.8,0.7,1.8,39.1,56.3
4419,Jonas Valanciunas,80,26.2,0.4,0.2,0.4,51.6,0.0,0.0,-,51.6
4420,Jordan Adams,30,8.3,1.0,0.4,0.8,44.0,0.3,0.7,40.9,62.0
4421,Jordan Clarkson,59,25.0,1.6,0.6,1.5,36.3,0.4,1.3,33.3,50.5
4422,Jordan Farmar,36,14.7,2.0,0.7,1.8,38.1,0.7,1.7,38.7,57.1
4423,Jordan Hamilton,14,8.7,1.5,0.5,1.1,43.8,0.5,1.1,43.8,65.6
4424,Jordan Hill,70,26.8,3.3,1.6,4.2,39.2,0.0,0.1,14.3,39.4
4425,Jorge Gutierrez,20,8.7,0.5,0.3,0.7,38.5,0.0,0.2,0.0,38.5
4426,Jose Calderon,42,30.2,4.1,1.5,4.0,38.6,1.1,2.8,38.8,52.1
4427,Josh McRoberts,17,17.4,1.5,0.5,1.2,42.9,0.5,1.1,42.1,61.9
4428,Josh Smith,83,27.7,3.4,1.3,3.9,32.9,0.8,2.6,32.1,43.5
4429,Jrue Holiday,40,32.6,1.9,0.7,1.6,41.5,0.6,1.4,40.0,58.5
4430,Julius Randle,1,13.6,0.0,0.0,1.0,0.0,-,-,-,0.0
4431,Justin Hamilton,41,17.4,1.3,0.5,1.5,36.1,0.2,0.7,33.3,44.3
4432,Justin Holiday,59,11.1,2.2,0.8,2.1,38.1,0.5,1.6,33.7,50.8
4433,Jusuf Nurkic,62,17.8,0.4,0.2,0.6,31.4,0.0,0.0,0.0,31.4
4434,KJ McDaniels,62,21.8,2.0,0.7,2.2,31.6,0.7,2.1,30.8,46.7
4435,Kalin Lucas,1,5.5,0.0,0.0,0.0,-,-,-,-,-
4436,Kawhi Leonard,64,31.8,4.0,1.5,3.7,41.0,1.0,2.6,38.2,54.2
4437,Kelly Olynyk,64,22.2,3.3,1.2,3.2,36.9,0.9,2.5,36.3,50.7
4438,Kemba Walker,62,34.2,2.6,0.9,2.7,33.5,0.8,2.4,33.1,47.9
4439,Kendall Marshall,28,14.9,1.4,0.5,1.4,32.5,0.5,1.4,32.5,48.8
4440,Kendrick Perkins,68,16.9,0.2,0.1,0.3,40.0,0.0,0.0,0.0,40.0
4441,Kenneth Faried,75,27.8,0.3,0.2,0.6,27.3,0.0,0.1,0.0,27.3
4442,Kent Bazemore,75,17.6,1.8,0.6,1.5,38.8,0.6,1.5,39.3,57.8
4443,Kentavious Caldwell-Pope,82,31.5,4.9,1.7,4.8,35.4,1.5,4.2,35.9,51.2
4444,Kenyon Martin,11,9.5,0.4,0.2,0.5,40.0,-,-,-,40.0
4445,Kevin Durant,27,33.8,5.4,2.0,5.1,39.9,1.3,3.4,38.7,52.9
4446,Kevin Garnett,47,20.3,2.8,1.4,2.9,47.4,0.0,0.1,16.7,47.8
4447,Kevin Love,75,33.8,6.3,2.2,5.8,38.7,1.8,4.9,37.1,54.5
4448,Kevin Martin,39,33.4,6.8,2.6,6.4,40.6,1.5,3.8,40.5,52.6
4449,Kevin Seraphin,79,15.6,0.9,0.5,1.0,46.8,0.0,0.0,-,46.8
4450,Khris Middleton,79,30.1,4.9,1.8,4.3,42.8,1.3,3.1,41.7,57.7
4451,Kirk Hinrich,66,24.4,2.5,0.9,2.3,38.3,0.8,2.0,37.6,54.5
4452,Klay Thompson,77,31.9,7.9,2.8,6.3,44.8,2.3,5.0,45.7,63.1
4453,Kobe Bryant,35,34.5,3.0,1.2,4.1,29.6,0.6,2.3,27.8,37.3
4454,Kosta Koufos,81,16.6,0.4,0.2,0.6,32.7,-,-,-,32.7
4455,Kostas Papanikolaou,43,18.5,1.9,0.7,2.3,28.3,0.6,2.1,28.3,41.4
4456,Kris Humphries,64,21.0,3.0,1.5,3.4,44.7,0.0,0.1,0.0,44.7
4457,Kyle Anderson,33,10.9,0.4,0.2,0.6,25.0,0.1,0.3,33.3,32.5
4458,Kyle Korver,75,32.2,8.6,3.0,5.9,50.3,2.6,5.2,50.6,72.6
4459,Kyle Lowry,70,34.5,3.0,1.1,2.9,36.3,0.9,2.6,34.2,51.7
4460,Kyle O'Quinn,51,16.2,1.4,0.6,1.8,32.2,0.2,0.8,30.8,38.9
4461,Kyle Singler,80,21.8,3.6,1.2,3.1,39.9,1.2,2.8,40.9,58.5
4462,Kyrie Irving,75,36.4,3.5,1.2,2.6,44.7,1.1,2.4,46.1,65.7
4463,LaMarcus Aldridge,71,35.4,5.6,2.6,5.9,43.7,0.5,1.2,36.4,47.5
4464,Lance Stephenson,61,25.8,0.8,0.3,1.5,18.9,0.2,1.3,17.3,26.7
4465,Lance Thomas,62,24.0,1.8,0.8,2.2,38.2,0.1,0.3,35.0,40.8
4466,Landry Fields,26,8.3,0.2,0.1,0.1,100,0.0,0.0,100,125.0
4467,Langston Galloway,45,32.4,4.3,1.6,4.0,40.0,1.1,2.9,38.0,53.6
4468,Larry Drew II,12,18.3,1.3,0.5,1.9,26.1,0.3,1.3,18.8,32.6
4469,Larry Sanders,27,21.7,0.4,0.2,0.4,45.5,-,-,-,45.5
