年月,港口別,總計,進口貨,出口貨,國內貨
202012,安平港,151109,66492,7050,77567
202101,國際商港,21156697,13758689,4200785,3197223
202101,基隆港,1410494,648874,289758,471862
202101,臺中港,5897939,4551509,788833,557597
202101,高雄港,10533904,6843286,2617342,1073276
202101,花蓮港,909679,185840,119936,603903
202101,臺北港,1898876,1263594,355795,279487
202101,蘇澳港,353823,190911,19770,143142
202101,安平港,151982,74675,9351,67956
202102,國際商港,17255807,11694962,3434895,2125950
202102,基隆港,1064314,506600,225182,332532
202102,臺中港,4746539,3792898,607888,345753
202102,高雄港,9023678,6167475,2209171,647032
202102,花蓮港,589806,121606,84430,383770
202102,臺北港,1283224,817928,287436,177860
202102,蘇澳港,377338,224847,12362,140129
202102,安平港,170908,63608,8426,98874
202103,國際商港,21856520,14702062,4426571,2727887
202103,基隆港,1506885,690800,331086,484999
202103,臺中港,6347535,5185610,778768,383157
202103,高雄港,10900332,7199520,2874244,826568
202103,花蓮港,822356,176898,73052,572406
202103,臺北港,1704917,1229559,344544,130814
202103,蘇澳港,381898,143376,13800,224722
202103,安平港,192597,76299,11077,105221
202104,國際商港,21500837,14779096,4039921,2681820
202104,基隆港,1310390,617731,283874,408785
202104,臺中港,6036835,4891684,690657,454494
202104,高雄港,10936439,7492262,2660352,783825
202104,花蓮港,742677,220696,60800,461181
202104,臺北港,1852192,1237706,325222,289264
202104,蘇澳港,363092,228517,13015,121560
202104,安平港,259212,90500,6001,162711
202105,國際商港,22596529,15006547,4634680,2955302
202105,基隆港,1494469,703414,316655,474400
202105,臺中港,6652196,5439880,761188,451128
202105,高雄港,11217231,7286189,3091344,839698
202105,花蓮港,797280,180168,65870,551242
202105,臺北港,1938444,1180935,380230,377279
202105,蘇澳港,297486,150432,11892,135162
202105,安平港,199423,65529,7501,126393
202106,國際商港,20853260,14329686,3895191,2628383
202106,基隆港,1348891,687786,248255,412850
202106,臺中港,5745922,4806428,610341,329153
202106,高雄港,10954665,7412244,2651889,890532
202106,花蓮港,688650,146528,42200,499922
202106,臺北港,1691965,1094623,310279,287063
202106,蘇澳港,267396,110445,24765,132186
202106,安平港,155771,71632,7462,76677
202107,國際商港,20407642,13579992,4288015,2539635
202107,基隆港,1347768,650846,297963,398959
202107,臺中港,6660248,5563896,695161,401191
202107,高雄港,9438866,5854950,2891747,692169
202107,花蓮港,672125,163838,39197,469090
202107,臺北港,1761783,1063879,326536,371368
202107,蘇澳港,391814,217971,33408,140435
202107,安平港,135038,64612,4003,66423
202108,國際商港,20546323,13737505,3964428,2844390
202108,基隆港,1443885,769853,319206,354826
202108,臺中港,6442305,5305022,700222,437061
202108,高雄港,9723614,6505748,2482935,734931
202108,花蓮港,728293,104287,100162,523844
202108,臺北港,1686312,769302,316243,600767
202108,蘇澳港,409679,229047,33333,147299
202108,安平港,112235,54246,12327,45662
202109,國際商港,20189360,13230944,3753168,3205248
202109,基隆港,1364684,621076,291587,452021
202109,臺中港,6531525,5451576,601907,478042
202109,高雄港,8876605,5653218,2474502,748885
202109,花蓮港,809028,265811,37870,505347
202109,臺北港,2075630,985649,310259,779722
202109,蘇澳港,408416,203307,32043,173066
202109,安平港,123472,50307,5000,68165
202110,國際商港,20044371,13432534,4059051,2552786
202110,基隆港,1175596,512099,281665,381832
202110,臺中港,6117407,4918501,824824,374082
202110,高雄港,9645685,6386253,2585573,673859
202110,花蓮港,629092,138540,0,490552
202110,臺北港,1986753,1194921,323520,468312
202110,蘇澳港,330135,216403,36329,77403
202110,安平港,159703,65817,7140,86746
202111,國際商港,21227551,14534198,4263448,2429905
202111,基隆港,1663289,731175,336817,595297
202111,臺中港,6695979,5606979,746753,342247
202111,高雄港,10122155,6668729,2766748,686678
202111,花蓮港,816405,260181,36360,519864
202111,臺北港,1497662,1040516,336470,120676
202111,蘇澳港,269853,143688,26935,99230
202111,安平港,162208,82930,13365,65913
